Date,Event,Category,White,Black,Result,WhiteElo,BlackElo,Kw,Kb,Rw_Before,Rb_Before,Rw_After,Rb_After,GameKey
2026-01-04,China Women's Open Blitz,Blitz,"Ni, Shiqun","Li, Yilin(ZJ)",1-0,2345,1877,40,40,2540.359205994147,2500,2558.0463371816577,2482.3128688124893,"2026-01-04|China Women's Open Blitz|Ni, Shiqun|Li, Yilin(ZJ)|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Ni, Shiqun","Shi, Yige",1-0,2345,2010,40,40,2558.0463371816577,2500,2574.73566743308,2483.3106697485778,"2026-01-04|China Women's Open Blitz|Ni, Shiqun|Shi, Yige|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Pi, Aiying","Ni, Shiqun",1/2-1/2,1966,2345,40,40,2483.2916980600576,2574.73566743308,2488.4373633193095,2569.590002173828,"2026-01-04|China Women's Open Blitz|Pi, Aiying|Ni, Shiqun|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Pi, Aiying","Xiao, Yiyi",1-0,1966,2352,40,40,2488.4373633193095,2518.8499774443094,2510.183596342762,2497.103744420857,"2026-01-04|China Women's Open Blitz|Pi, Aiying|Xiao, Yiyi|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Pi, Aiying","Zhai, Mo",1/2-1/2,1966,2385,40,40,2510.183596342762,2480,2508.4504468929467,2481.7331494498153,"2026-01-04|China Women's Open Blitz|Pi, Aiying|Zhai, Mo|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Wang, Qinxuanyi","Ju, Wenjun",0-1,2245,2565,40,40,2500,2563.60867033368,2483.6212400623663,2579.9874302713138,"2026-01-04|China Women's Open Blitz|Wang, Qinxuanyi|Ju, Wenjun|0-1|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Wang, Qinxuanyi","Ni, Shiqun",1/2-1/2,2245,2345,40,40,2483.6212400623663,2569.590002173828,2488.4714165797022,2564.739825656492,"2026-01-04|China Women's Open Blitz|Wang, Qinxuanyi|Ni, Shiqun|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Xiao, Yiyi","Huang, Zixin",1-0,2352,1773,40,40,2497.103744420857,2500,2517.2704624321555,2479.8332819887014,"2026-01-04|China Women's Open Blitz|Xiao, Yiyi|Huang, Zixin|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Xiao, Yiyi","Yang, Le",1-0,2352,1722,40,40,2517.2704624321555,2500,2536.2771127275555,2480.9933497046,"2026-01-04|China Women's Open Blitz|Xiao, Yiyi|Yang, Le|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Xiao, Yiyi","Zhang, Xiao",1-0,2352,2160,40,40,2536.2771127275555,2484.219393910071,2553.3026554289704,2467.1938512086563,"2026-01-04|China Women's Open Blitz|Xiao, Yiyi|Zhang, Xiao|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Yang, Youqing","Ni, Shiqun",0-1,1711,2345,40,40,2500,2564.739825656492,2483.6841825916654,2581.0556430648267,"2026-01-04|China Women's Open Blitz|Yang, Youqing|Ni, Shiqun|0-1|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Yang, Youqing","Xiao, Yiyi",0-1,1711,2352,40,40,2483.6841825916654,2553.3026554289704,2467.638955326098,2569.347882694538,"2026-01-04|China Women's Open Blitz|Yang, Youqing|Xiao, Yiyi|0-1|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Zhai, Mo","Gao, Muziyan",1-0,2385,2258,40,40,2481.7331494498153,2480,2501.6333821751796,2460.0997672746357,"2026-01-04|China Women's Open Blitz|Zhai, Mo|Gao, Muziyan|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Zhai, Mo","Ju, Wenjun",0-1,2385,2565,40,40,2501.6333821751796,2579.9874302713138,2486.0688616838047,2595.5519507626886,"2026-01-04|China Women's Open Blitz|Zhai, Mo|Ju, Wenjun|0-1|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Zhai, Mo","Shi, Yige",1-0,2385,2010,40,40,2486.0688616838047,2483.3106697485778,2505.9100907283664,2463.469440704016,"2026-01-04|China Women's Open Blitz|Zhai, Mo|Shi, Yige|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Zhai, Mo","Wang, Qinxuanyi",1/2-1/2,2385,2245,40,40,2505.9100907283664,2488.4714165797022,2504.9070820987204,2489.4744252093483,"2026-01-04|China Women's Open Blitz|Zhai, Mo|Wang, Qinxuanyi|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Zhai, Mo","Zhang, Xiao",1-0,2385,2160,40,40,2504.9070820987204,2467.1938512086563,2522.7446204496346,2449.356312857742,"2026-01-04|China Women's Open Blitz|Zhai, Mo|Zhang, Xiao|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Zhai, Mo","Zhang, Xiaoyao",1-0,2385,1525,40,40,2522.7446204496346,2500,2541.4372019950397,2481.307418454595,"2026-01-04|China Women's Open Blitz|Zhai, Mo|Zhang, Xiaoyao|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Zhang, Xiao","Ni, Shiqun",1/2-1/2,2160,2345,40,40,2449.356312857742,2581.0556430648267,2456.594149779924,2573.8178061426447,"2026-01-04|China Women's Open Blitz|Zhang, Xiao|Ni, Shiqun|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Zhao, Shengxin","Zhai, Mo",0-1,2194,2385,40,40,2500,2541.4372019950397,2482.374071214989,2559.063130780051,"2026-01-04|China Women's Open Blitz|Zhao, Shengxin|Zhai, Mo|0-1|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Zhao, Yunqing","Ni, Shiqun",1-0,2151,2345,40,40,2525.078543795862,2573.8178061426447,2547.865940554597,2551.03040938391,"2026-01-04|China Women's Open Blitz|Zhao, Yunqing|Ni, Shiqun|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Zhao, Yunqing","Xiao, Yiyi",1/2-1/2,2151,2352,40,40,2547.865940554597,2569.347882694538,2549.100967134573,2568.112856114562,"2026-01-04|China Women's Open Blitz|Zhao, Yunqing|Xiao, Yiyi|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Zhao, Yunqing","Zhai, Mo",1-0,2151,2385,40,40,2549.100967134573,2559.063130780051,2569.6742782620904,2538.4898196525332,"2026-01-04|China Women's Open Blitz|Zhao, Yunqing|Zhai, Mo|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-04,China Women's Open Blitz,Blitz,"Zhu, Yixin","Xiao, Yiyi",0-1,1438,2352,40,40,2500,2568.112856114562,2483.871420422464,2584.241435692098,"2026-01-04|China Women's Open Blitz|Zhu, Yixin|Xiao, Yiyi|0-1|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,Anand V,"So, Wesley",1-0,2743,2753,40,40,2500,2500,2520,2480,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Anand V|So, Wesley|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,Anand V,"Wei, Yi",1/2-1/2,2743,2754,40,40,2520,2500,2518.8499774443094,2501.1500225556906,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Anand V|Wei, Yi|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,"Aravindh, Chithambaram VR.",Anand V,0-1,2700,2743,40,40,2500,2518.8499774443094,2481.084028500577,2537.7659489437324,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Aravindh, Chithambaram VR.|Anand V|0-1|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,"Aravindh, Chithambaram VR.",Praggnanandhaa R,1/2-1/2,2700,2758,40,40,2481.084028500577,2500,2482.171844724845,2498.912183775732,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Aravindh, Chithambaram VR.|Praggnanandhaa R|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,Erigaisi Arjun,Nihal Sarin,1-0,2775,2716,40,40,2500,2500,2520,2480,2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Erigaisi Arjun|Nihal Sarin|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,"Niemann, Hans Moke","Murzin, Volodar",1-0,2725,2652,40,40,2500,2500,2520,2480,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Niemann, Hans Moke|Murzin, Volodar|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,"Niemann, Hans Moke",Praggnanandhaa R,1-0,2725,2758,40,40,2520,2498.912183775732,2538.787576191718,2480.124607584014,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Niemann, Hans Moke|Praggnanandhaa R|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,Nihal Sarin,"Aravindh, Chithambaram VR.",1-0,2716,2700,40,40,2480,2482.171844724845,2500.125019803777,2462.046824921068,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Nihal Sarin|Aravindh, Chithambaram VR.|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,Praggnanandhaa R,Erigaisi Arjun,1-0,2758,2775,40,40,2480.124607584014,2520,2502.4099938969284,2497.7146136870856,2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Praggnanandhaa R|Erigaisi Arjun|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,"So, Wesley","Murzin, Volodar",1-0,2753,2652,40,40,2480,2480,2500,2460,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Men|So, Wesley|Murzin, Volodar|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,"Wei, Yi",Nihal Sarin,1/2-1/2,2754,2716,40,40,2501.1500225556906,2500.125019803777,2501.0910188254525,2500.184023534015,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Wei, Yi|Nihal Sarin|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,Divya Deshmukh,"Dronavalli, Harika",1/2-1/2,2497,2466,40,40,2500,2500,2500,2500,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Divya Deshmukh|Dronavalli, Harika|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,Divya Deshmukh,Rakshitta Ravi,1/2-1/2,2497,2321,40,40,2500,2500,2500,2500,2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Divya Deshmukh|Rakshitta Ravi|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,"Dronavalli, Harika","Dzagnidze, Nana",1/2-1/2,2466,2469,40,40,2500,2500,2500,2500,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Dronavalli, Harika|Dzagnidze, Nana|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,"Dzagnidze, Nana","Lagno, Kateryna",1/2-1/2,2469,2508,40,40,2500,2500,2500,2500,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Dzagnidze, Nana|Lagno, Kateryna|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,"Dzagnidze, Nana","Tsolakidou, Stavroula",1-0,2469,2479,40,40,2500,2500,2520,2480,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Dzagnidze, Nana|Tsolakidou, Stavroula|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,"Goryachkina, Aleksandra","Vaishali, Rameshbabu",1-0,2534,2470,40,40,2500,2500,2520,2480,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Goryachkina, Aleksandra|Vaishali, Rameshbabu|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,"Lagno, Kateryna",Vantika Agrawal,1-0,2508,2375,40,40,2500,2500,2520,2480,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Lagno, Kateryna|Vantika Agrawal|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,Rakshitta Ravi,"Goryachkina, Aleksandra",1/2-1/2,2321,2534,40,40,2500,2520,2501.1500225556906,2518.8499774443094,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Rakshitta Ravi|Goryachkina, Aleksandra|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,Rakshitta Ravi,"Yip, Carissa",1/2-1/2,2321,2466,40,40,2501.1500225556906,2500,2501.0838221776276,2500.066200378063,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Rakshitta Ravi|Yip, Carissa|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,"Tsolakidou, Stavroula",Divya Deshmukh,1-0,2479,2497,40,40,2480,2500,2501.1500225556906,2478.8499774443094,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Tsolakidou, Stavroula|Divya Deshmukh|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,"Vaishali, Rameshbabu","Lagno, Kateryna",1/2-1/2,2470,2508,40,40,2480,2520,2482.2924653504915,2517.7075346495085,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Vaishali, Rameshbabu|Lagno, Kateryna|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,Vantika Agrawal,"Dronavalli, Harika",1-0,2375,2466,40,40,2480,2500,2501.1500225556906,2478.8499774443094,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Vantika Agrawal|Dronavalli, Harika|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,Vantika Agrawal,"Vaishali, Rameshbabu",1-0,2375,2470,40,40,2501.1500225556906,2482.2924653504915,2520.065559011354,2463.3769288948283,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Vantika Agrawal|Vaishali, Rameshbabu|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,"Yip, Carissa","Goryachkina, Aleksandra",1-0,2466,2534,40,40,2500.066200378063,2518.8499774443094,2521.1464292347005,2497.769748587672,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Yip, Carissa|Goryachkina, Aleksandra|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-07,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,"Yip, Carissa","Tsolakidou, Stavroula",1-0,2466,2479,40,40,2521.1464292347005,2501.1500225556906,2539.9966128433975,2482.2998389469935,"2026-01-07|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Yip, Carissa|Tsolakidou, Stavroula|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-08,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,Anand V,Erigaisi Arjun,0-1,2743,2775,40,40,2537.7659489437324,2497.7146136870856,2515.470567373229,2520.009995257589,2026-01-08|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Anand V|Erigaisi Arjun|0-1|Blitz|LumbrasGigaBase_OTB_2026.pgn
2026-01-08,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,Anand V,"Murzin, Volodar",1-0,2743,2652,40,40,2515.470567373229,2460,2532.3042825144926,2443.1662848587366,"2026-01-08|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Anand V|Murzin, Volodar|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-08,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,"Aravindh, Chithambaram VR.",Erigaisi Arjun,1/2-1/2,2700,2775,40,40,2462.046824921068,2520.009995257589,2465.352838199808,2516.703981978849,"2026-01-08|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Aravindh, Chithambaram VR.|Erigaisi Arjun|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-08,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,"Aravindh, Chithambaram VR.","So, Wesley",0-1,2700,2753,40,40,2465.352838199808,2500,2447.3407040199922,2518.012134179816,"2026-01-08|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Aravindh, Chithambaram VR.|So, Wesley|0-1|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-08,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,Erigaisi Arjun,"Wei, Yi",1-0,2775,2754,40,40,2516.703981978849,2501.0910188254525,2535.8058320663667,2481.9891687379345,"2026-01-08|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Erigaisi Arjun|Wei, Yi|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-08,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,"Murzin, Volodar",Nihal Sarin,0-1,2652,2716,40,40,2443.1662848587366,2500.184023534015,2426.4193381073364,2516.9309702854152,"2026-01-08|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Murzin, Volodar|Nihal Sarin|0-1|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-08,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,"Niemann, Hans Moke",Anand V,0-1,2725,2743,40,40,2538.787576191718,2532.3042825144926,2518.41441111977,2552.6774475864404,"2026-01-08|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Niemann, Hans Moke|Anand V|0-1|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-08,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,Nihal Sarin,"Niemann, Hans Moke",1-0,2716,2725,40,40,2516.9309702854152,2518.41441111977,2537.0163634852915,2498.329017919894,"2026-01-08|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Nihal Sarin|Niemann, Hans Moke|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-08,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,Praggnanandhaa R,"Murzin, Volodar",1-0,2758,2652,40,40,2502.4099938969284,2426.4193381073364,2518.104064292011,2410.7252677122538,"2026-01-08|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Praggnanandhaa R|Murzin, Volodar|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-08,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,"So, Wesley",Praggnanandhaa R,1/2-1/2,2753,2758,40,40,2518.012134179816,2518.104064292011,2518.017426102341,2518.098772369486,"2026-01-08|Tata Steel India Rapid and Blitz 2026 | Rapid Men|So, Wesley|Praggnanandhaa R|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-08,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,"Wei, Yi","Aravindh, Chithambaram VR.",1-0,2754,2700,40,40,2481.9891687379345,2447.3407040199922,2500.00122865675,2429.328644101177,"2026-01-08|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Wei, Yi|Aravindh, Chithambaram VR.|1-0|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-08,Tata Steel India Rapid and Blitz 2026 | Rapid Men,Blitz,"Wei, Yi","Niemann, Hans Moke",0-1,2754,2725,40,40,2500.00122865675,2498.329017919894,2479.904969212158,2518.4252773644857,"2026-01-08|Tata Steel India Rapid and Blitz 2026 | Rapid Men|Wei, Yi|Niemann, Hans Moke|0-1|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-08,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,Divya Deshmukh,"Dzagnidze, Nana",1/2-1/2,2497,2469,40,40,2478.8499774443094,2520,2481.2077486222606,2517.6422288220488,"2026-01-08|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Divya Deshmukh|Dzagnidze, Nana|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-08,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,Divya Deshmukh,"Goryachkina, Aleksandra",0-1,2497,2534,40,40,2481.2077486222606,2497.769748587672,2462.1604124891824,2516.8170847207502,"2026-01-08|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Divya Deshmukh|Goryachkina, Aleksandra|0-1|Blitz|LumbrasGigaBase_OTB_2026.pgn"
2026-01-08,Tata Steel India Rapid and Blitz 2026 | Rapid Women,Blitz,"Dronavalli, Harika","Vaishali, Rameshbabu",1/2-1/2,2466,2470,40,40,2478.8499774443094,2463.3769288948283,2477.959865566156,2464.2670407729815,"2026-01-08|Tata Steel India Rapid and Blitz 2026 | Rapid Women|Dronavalli, Harika|Vaishali, Rameshbabu|1/2-1/2|Blitz|LumbrasGigaBase_OTB_2026.pgn"
