name,rating,games,first_date,entry_rating,is_seed,Pass,EntryMode,StartR,KNormal,KNew,KNewGames,RetroGamesN
Kang Dongyun,3345,1111,2002-07-31,3074.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
An Sungjoon,3342,499,2009-05-04,3129,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Xu Jingen,3336,496,2018-11-12,3005,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lin Junyan,3330,727,2010-09-02,3125.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Xie Erhao,3328,582,2011-12-28,3216.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tuo Jiaxi,3326,984,2006-01-17,3209.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lee Jihyun,3325,522,1994-01-08,2891.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Song Jihoon,3325,260,2015-03-03,3077.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Fukuoka Kotaro,3324,255,2019-11-07,2966,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Jiseok,3323,1053,2004-07-07,3060.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wang Yuanjun,3321,849,2009-08-03,3095.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Jiang Weijie,3320,826,2006-01-07,3207.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lian Xiao,3314,799,2007-01-26,3081.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Seol Hyunjun,3313,375,2014-04-12,2943,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Chen Yaoye,3312,1066,2002-08-07,3096.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Junghyun,3311,354,2009-02-28,3075.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wang Xi,3311,678,1999-04-16,3119.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Han Woojin,3307,158,2019-01-25,3136.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Huang Yunsong,3306,548,2010-12-07,3112.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kang Yootaek,3303,342,2007-12-05,3261.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tao Xinran,3302,577,2007-07-11,3129,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Peng Liyao,3301,717,2005-07-13,3133.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Choi Jeong,3298,897,2010-08-14,3148.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Chen Xian,3294,366,2012-03-14,3070.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Xiao Zhenghao,3292,758,2003-09-28,3241.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Zhang Tao,3292,439,2007-07-11,3031.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kono Rin,3291,994,1997-06-05,3129.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Xue Guanhua,3291,85,2015-02-05,3029.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Koike Yoshihiro,3284,219,2015-10-05,3051.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Park Sangjin,3284,244,2016-01-22,3080.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Hirose Yuichi,3281,250,2016-01-08,3103.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Otake Yu,3280,217,2016-02-03,2927.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Sakai Yuki,3280,193,2018-10-25,3108.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Ida Atsushi,3278,553,2009-09-03,3053.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Chen Qirui,3277,755,2014-01-16,3040.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Jinhwi,3276,190,2011-01-26,3184,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Hirata Tomoya,3275,263,2009-10-29,3034.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Onishi Ryuhei,3274,281,2015-02-17,3167.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Murakawa Daisuke,3271,684,2005-02-03,3036.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Hong Seongji,3262,521,2002-08-01,2930,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Meng Tailing,3259,564,2004-04-03,3014.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tong Mengcheng,3259,582,2009-03-03,3034.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Xia Chenkun,3259,323,2012-08-10,3272.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yamashita Keigo,3256,1370,1994-02-09,3139.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Choi Jaeyoung,3252,212,2015-04-26,3112.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Cho U,3248,1267,1996-03-20,3158.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Han Seungjoo,3247,307,2013-06-24,3104.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Chen Yunong,3246,149,2013-12-10,2965.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Na Hyun,3246,525,2010-01-12,3221.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Suzuki Shinji,3245,311,2008-10-02,3103.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wang Shiyi,3245,172,2015-02-05,3032.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yokotsuka Riki,3241,139,2015-02-04,2958.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kang Seungmin,3240,317,2011-07-11,2921.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lee Changseok,3239,397,2013-07-09,2994.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Cho Hanseung,3238,946,1996-03-05,3154.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Weon Seongjin,3238,929,2000-01-26,2967.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yoo Changhyuk,3238,1153,1984-04-13,3354.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Miura Taro,3237,126,2020-03-12,3122.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Shida Tatsuya,3237,430,2006-10-12,3166.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Beomseo,3234,29,2021-08-06,3276.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Qiu Jun,3234,713,1996-02-29,3181.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Chen Shiyuan,3233,813,2001-12-20,2963.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lee Yeonggu,3233,670,2002-03-28,3134.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Seto Taiki,3233,496,2001-10-17,3112,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lee Wonyoung,3232,327,2009-08-08,3109.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Jian Jingting,3231,549,2015-02-12,3084.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wang Chunhui,3231,126,2019-08-30,3017.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Ueno Asami,3227,482,2016-08-09,2991.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Jiang Qirun,3226,278,2013-08-13,3103.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Xiao Yuyang,3226,60,2022-10-27,3217,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lin Lixiang,3225,680,2008-11-17,3061.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Park Geunho,3224,290,2015-04-29,2877.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Zhou Hongyu,3224,415,2015-08-29,2968.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
An Jungki,3223,187,2015-05-22,3087.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Han Yizhou,3220,337,2010-12-21,3074.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tang Weixing,3220,791,2005-01-11,3115.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Oh Yujin,3219,646,2012-09-11,3075.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Fu Jianheng,3218,93,2020-05-11,3158.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wu Guangya,3218,446,2005-05-21,3063.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Moon Minjong,3217,203,2018-01-10,3095.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Rong Yi,3217,250,2008-12-16,2911,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Gu Li,3216,1240,1997-02-19,3062.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Sun Tengyu,3216,309,2007-01-10,3155.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Park Hamin,3215,261,2015-04-25,3053.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Gu Lingyi,3211,647,2001-01-07,3093.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Park Jonghoon,3211,155,2014-12-17,3088.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Mutsuura Yuta,3210,300,2014-01-28,3098.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Sada Atsushi,3210,362,2013-01-24,2973.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lee Changho,3207,2112,1988-01-25,3250.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lee Sedol,3207,1371,1997-06-27,3319.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yi Lingtao,3207,289,2014-01-10,3016,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Huang Mingyu,3206,159,2017-06-16,3050.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Koyama Kuya,3206,180,2013-10-04,2953.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Seki Kotaro,3205,234,2017-02-21,3106.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wang Zejin,3205,265,2013-03-29,3033.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Han Taehee,3204,229,2010-01-16,3018.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tao Xin,3204,146,2002-12-21,3031,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
An Dongxu,3201,177,2008-12-18,3203.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Choi Myeonghun,3198,373,1992-05-04,3099.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Zhou Ruiyang,3198,956,2003-01-15,3059.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Duan Boyao,3197,33,2022-09-07,3135.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Takao Shinji,3197,1089,1992-02-12,3183,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Anzai Nobuaki,3196,339,2004-08-09,3099.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Fujita Akihiko,3196,329,2006-11-27,3041.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yang Dong,3196,88,2006-08-08,3049.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Shen Peiran,3195,177,2015-02-05,3027.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Choi Cheolhan,3194,1200,1998-07-16,2993.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Ryu Minhyung,3194,198,2010-01-16,3033.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Park Yeonghun,3193,1115,2000-06-30,3198.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Akiyama Jiro,3192,354,1993-02-10,3137.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lin Shixun,3192,531,2012-05-29,3024.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kong Jie,3190,879,1993-09-12,3037.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tang Jiawen,3189,246,2017-09-02,2962.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Adachi Toshimasa,3188,254,2009-11-12,2959.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Chaeyoung,3188,532,2011-06-22,2987.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Mok Jinseok,3188,718,1995-05-01,3051.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Baek Hyeonwoo,3187,79,2018-01-15,3195.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Ahn Kukhyun,3186,329,2010-04-16,3122.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Hu Yaoyu,3186,798,1993-09-12,2996.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kato Masao,3186,1230,1970-02-04,3037.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wu Yiming,3186,276,2018-08-27,2780.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Mizokami Tomochika,3185,449,1995-03-29,3136.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Fujisawa Rina,3184,721,2010-06-10,2976.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Heo Yongho,3183,485,2002-02-01,3005,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lu Yiquan,3183,472,2016-01-29,2916.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Cao Xiaoyang,3182,140,2007-07-11,2979,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wang Haoyang,3181,379,2003-04-03,2976.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Qiu Yuran,3180,52,2021-08-30,3054.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Sun Zhe,3179,308,2011-06-02,3148.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kuwabara Itsuki,3176,55,2023-04-24,3106,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Rin Kanketsu,3176,329,2001-08-20,3062.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yang Bowei,3176,392,2011-09-29,3007.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Song Gyusang,3175,131,2016-04-27,3136.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Hu Yuefeng,3174,175,2007-01-10,3014.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Han Moyang,3173,26,2022-09-07,3169,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Luo Xihe,3172,667,1991-05-23,3035.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Chen Zhengxun,3171,196,2012-05-14,3071.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
O Rissei,3170,1278,1976-02-04,3131.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lin Shuyang,3169,556,2003-09-14,3061.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Mao Ruilong,3169,335,2005-06-11,3069.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Hong Kipyo,3168,224,2006-01-05,2980.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Cai Jing,3167,290,2008-12-18,3047.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Li Xiangyu,3167,187,2011-12-28,3078,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Chang Hao,3165,1112,1988-06-12,3055.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Han Sangcho,3165,94,2017-10-23,3087.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Park Jinsol,3165,354,2002-07-29,3042.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Heo Youngrak,3163,49,2021-08-19,3146.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Ko Iso,3163,447,2004-09-14,3146.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lee Jaesung,3163,25,2019-11-25,3158.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Shu Yixiao,3163,42,2013-03-27,3066.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wang Chuxuan,3163,89,2021-04-12,3123.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yi Liao,3163,66,2017-10-26,3092,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Changhoon,3162,83,2015-06-08,3173.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Han Sanghoon,3160,351,2007-04-05,3191.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tono Hiroaki,3160,161,1971-01-17,3042.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yun Junsang,3160,547,2002-04-30,3186.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Liu Xing,3159,627,1998-07-10,3064.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
He Yuhan,3157,165,2013-01-11,3062.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Ryu Shikun,3157,894,1989-07-29,3094.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wang Shuo (s),3157,55,2019-09-20,3145.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lee Yeon,3156,66,2019-02-08,3043.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Niu Shite,3156,354,2018-01-09,2876.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yu Bin,3156,864,1984-04-02,3086.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Ohashi Hirofumi,3154,241,2002-09-02,2950.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Chen Haoxin,3152,138,2016-01-11,2940.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Hu Yuhan,3152,124,2012-07-09,3048.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wu Baiyi,3152,239,2014-05-03,3145.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Geum Jiwoo,3151,89,2020-04-21,3219.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Liu Jun,3150,28,1991-05-30,3154.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lee Wondo,3149,181,2008-02-18,3177.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Guo Yuzheng,3147,144,2008-01-25,3083.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
