Country,SourceName,CanonicalName
Switzerland,Zürich,Zurich
Turkey,Adalet Istanbul,Adalet Istanbul
Turkey,Adana Demirspor,Adana Demirspor
Turkey,Adanaspor,Adanaspor
Turkey,Akcaabat Sebatspor,Akcaabat Sebatspor
Turkey,Akhisar Belediyespor,Akhisarspor
Turkey,Alanyaspor,Alanyaspor
Turkey,Altay Izmir,Altay Izmir
Turkey,Altinordu Fsg,Altinordu Fsg
Turkey,Ankara Demirspor,Ankara Demirspor
Turkey,MKE Ankaragücü,Ankaragücü
Turkey,Mke Ankaraguecue,Ankaragücü
Turkey,Antalyaspor,Antalyaspor
Turkey,Aydinspor,Aydinspor
Turkey,Bakirkoeyspor,Bakirkoeyspor
Turkey,Balikesirspor,Balikesirspor
Turkey,Belediye Vanspor,Belediye Vanspor
Turkey,Beykozspor,Beykozspor
Turkey,Beyogluspor,Beyogluspor
Turkey,Beşiktaş,Beşiktaş
Turkey,Bodrum FK,Bodrum
Turkey,Boluspor,Boluspor
Turkey,Bucaspor,Bucaspor
Turkey,Bursaspor,Bursaspor
Turkey,Canakkale Dardanelspor,Canakkale Dardanelspor
Turkey,Denizlispor,Denizlispor
Turkey,Diyarbakirspor,Diyarbakirspor
Turkey,Elazigspor,Elazigspor
Turkey,Erciyesspor,Erciyesspor
Turkey,BB Erzurumspor,Erzurumspor
Turkey,Erzurumspor,Erzurumspor
Turkey,Eskisehirspor,Eskisehirspor
Turkey,Etimesgut Sekerspor,Etimesgut Sekerspor
Turkey,Eyüpspor,Eyüpspor
Turkey,Fatih Karaguemruek SK,Fatih Karagümrük
Turkey,Fatih Karagümrük,Fatih Karagümrük
Turkey,Fenerbahçe,Fenerbahçe
Turkey,Ferikoey,Ferikoey
Turkey,Galatasaray,Galatasaray
Turkey,Gaziantep FK,Gaziantep
Turkey,Gazişehir Gaziantep FK,Gaziantep
Turkey,Gaziantepspor,Gaziantepspor
Turkey,Genclerbirligi,Gençlerbirliği
Turkey,Gençlerbirliği,Gençlerbirliği
Turkey,Giresunspor,Giresunspor
Turkey,Göztepe,Göztepe
Turkey,Hacettepe,Hacettepe
Turkey,Hatayspor,Hatayspor
Turkey,İstanbul Başakşehir,Istanbul Başakşehir
Turkey,Istanbulspor,Istanbulspor
Turkey,İstanbulspor AŞ,Istanbulspor
Turkey,Izmirspor,Izmirspor
Turkey,Kahramanmarasspor,Kahramanmarasspor
Turkey,Karabuekspor,Karabuekspor
Turkey,Karsiyaka SK,Karsiyaka SK
Turkey,Kasımpaşa,Kasımpaşa
Turkey,Kasımpaşa SK,Kasımpaşa
Turkey,Kayserispor,Kayserispor
Turkey,Kecioerenguecue,Kecioerenguecue
Turkey,Kocaelispor,Kocaelispor
Turkey,Atiker Konyaspor,Konyaspor
Turkey,Konyaspor,Konyaspor
Turkey,Malatyaspor,Malatyaspor
Turkey,Manisaspor,Manisaspor
Turkey,Mersin Idmanyurdu,Mersin Idmanyurdu
Turkey,Mke Kirikkalespor,Mke Kirikkalespor
Turkey,Orduspor,Orduspor
Turkey,Osmanlispor FK,Osmanlispor FK
Turkey,Pendikspor,Pendikspor
Turkey,Pofisi,Pofisi
Turkey,Rizespor,Rizespor
Turkey,Çaykur Rizespor,Rizespor
Turkey,Sakaryaspor,Sakaryaspor
Turkey,Samsunspor,Samsunspor
Turkey,Sariyer SK,Sariyer SK
Turkey,Siirtspor,Siirtspor
Turkey,Sivasspor,Sivasspor
Turkey,Trabzonspor,Trabzonspor
Turkey,Tuerk Telekom,Tuerk Telekom
Turkey,Vefa Istanbul,Vefa Istanbul
Turkey,Yeni Malatyaspor,Yeni Malatyaspor
Turkey,Yesildirek SK,Yesildirek SK
Turkey,Yozgatspor,Yozgatspor
Turkey,Zeytinburnuspor,Zeytinburnuspor
Turkey,Zonguldak Koemuerspor,Zonguldak Koemuerspor
Ukraine,Arsenal Kiev,Arsenal Kiev
Ukraine,Borysfen Boryspil,Borysfen Boryspil
Ukraine,Chernomorets Odessa,Chornomorets Odesa
Ukraine,Chornomorets,Chornomorets Odesa
Ukraine,Dnipro Dnipropetrovsk,Dnipro Dnipropetrovsk
Ukraine,Dnipro 1,Dnipro-1
Ukraine,SK Dnipro-1,Dnipro-1
Ukraine,Dinamo Kiev,Dynamo Kyiv
Ukraine,Dynamo Kyiv,Dynamo Kyiv
Ukraine,FC Desna Chernihiv,FC Desna Chernihiv
Ukraine,FC Kharkiv,FC Kharkiv
Ukraine,FC Lviv,FC Lviv
Ukraine,FC Metalurh Donetsk,FC Metalurh Donetsk
Ukraine,FK Bukovina,FK Bukovina
Ukraine,FK Illichivets,FK Illichivets
Ukraine,FK Kremin,FK Kremin
Ukraine,FK Krivbas,FK Krivbas
Ukraine,FK Stal Kamjanske,FK Stal Kamjanske
Ukraine,Hoverla Uzhgorod,Hoverla Uzhgorod
Ukraine,Inhulets Petrove,Inhulets Petrove
Ukraine,Inhulets',Inhulets'
Ukraine,Karpaty Lviv,Karpaty Lviv
Ukraine,Kolos Kovalivka,Kolos Kovalivka
Ukraine,Kryvbas Kryvyi Rih,Kryvbas Kryvyi Rih
Ukraine,FC LNZ Cherkasy,LNZ Cherkasy
Ukraine,Livyi Bereh,Livyi Bereh
Ukraine,MFK Mikolaiv,MFK Mikolaiv
Ukraine,Metalist 1925 Kharkiv,Metalist 1925 Kharkiv
Ukraine,Metalist Kharkov,Metalist Kharkov
Ukraine,Metalurg Zaporizhya,Metalurg Zaporizhya
Ukraine,FC Mynai,Mynai
Ukraine,Minai,Mynai
Ukraine,Naftovik Ukrnafta,Naftovik Ukrnafta
Ukraine,Niva Ternopil,Niva Ternopil
Ukraine,FK Obolon,Obolon Kyiv
Ukraine,Obolon Brovar Kyiv,Obolon Kyiv
Ukraine,FK Oleksandriya,Oleksandriya
Ukraine,Oleksandria,Oleksandriya
Ukraine,Olimpik Donetsk,Olimpik Donetsk
Ukraine,PFC Sevastopol,PFC Sevastopol
Ukraine,PFK Niva Vinnitsa,PFK Niva Vinnitsa
Ukraine,Polissya Zhytomyr,Polissya Zhytomyr
Ukraine,Rukh Lviv,Rukh Lviv
Ukraine,Rukh Vynnyky,Rukh Vynnyky
Ukraine,Shakhtar Donetsk,Shakhtar Donetsk
Ukraine,Sk Odessa,Sk Odessa
Ukraine,Spartak Ivano Frankivsk,Spartak Ivano Frankivsk
Ukraine,Stal Alchevsk,Stal Alchevsk
Ukraine,Tavriya Simferopol,Tavriya Simferopol
Ukraine,Temp Shepetivka,Temp Shepetivka
Ukraine,Torpedo Zaporizhya,Torpedo Zaporizhya
Ukraine,FK Veres,Veres Rivne
Ukraine,NK Veres,Veres Rivne
Ukraine,Veres Rivne,Veres Rivne
Ukraine,Volyn Lutsk,Volyn Lutsk
Ukraine,Vorskla,Vorskla
Ukraine,Vorskla Poltava,Vorskla Poltava
Ukraine,Zirka Kirovograd,Zirka Kirovograd
Ukraine,Zorya,Zorya
Ukraine,Zorya Lugansk,Zorya Luhansk
