Date,Home,Away,Score,Source,Country,Competition,CompetitionType,Tier,League,Season,Stage,Result,DateApprox,SourcePage,SourceFile
1997-07-30,Dinamo Tbilisi,Crusaders,1-5,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,First qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-07-30,Jazz,Lantana,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,First qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-07-30,Jeunesse Esch,Sion,1-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,First qualifying round,H,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-07-30,Kareda,Anorthosis Famagusta,1-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,First qualifying round,D,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-07-30,MPKC Mozyr,Constructorul Chișinău,2-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,First qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-07-30,MTK,Pyunik,3-4,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,First qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-07-30,Maribor,Derry City,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,First qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-07-30,Rangers,GÍ,0-6,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,First qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-07-30,Skonto,Valletta,0-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,First qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-07-30,Widzew Łódź,Neftçi,0-8,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,First qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-07-30,ÍA,Košice,1-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,First qualifying round,H,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-13,Anorthosis Famagusta,Lierse,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,H,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-13,Barcelona,Skonto,3-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,H,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-13,Bayer Leverkusen,Dinamo Tbilisi,6-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,H,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-13,Beitar Jerusalem,Sporting CP,0-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,D,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-13,Beşiktaş,Maribor,0-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,D,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-13,Brøndby,Dynamo Kyiv,2-4,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-13,Feyenoord,Jazz,6-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,H,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-13,IFK Göteborg,Rangers,3-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,H,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-13,Košice,Spartak Moscow,2-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,H,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-13,MTK,Rosenborg,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-13,Newcastle United,Croatia Zagreb,2-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,H,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-13,Olympiacos,MPKC Mozyr,5-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,H,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-13,Sion,Galatasaray,1-4,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-13,Steaua București,Paris Saint-Germain,3-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,H,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-13,Widzew Łódź,Parma,1-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-13,Wüstenrot Salzburg,Sparta Prague,0-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,D,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-27,Croatia Zagreb,Newcastle United,2-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,D,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-27,Dinamo Tbilisi,Bayer Leverkusen,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-27,Dynamo Kyiv,Brøndby,1-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,H,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-27,Galatasaray,Sion,1-4,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-27,Jazz,Feyenoord,2-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,H,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-27,Lierse,Anorthosis Famagusta,0-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-27,MPKC Mozyr,Olympiacos,2-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,D,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-27,Maribor,Beşiktaş,3-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,H,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-27,Paris Saint-Germain,Steaua București,0-5,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-27,Parma,Widzew Łódź,0-4,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-27,Rangers,IFK Göteborg,1-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,D,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-27,Rosenborg,MTK,1-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-27,Skonto,Barcelona,1-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,H,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-27,Sparta Prague,Wüstenrot Salzburg,0-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-27,Spartak Moscow,Košice,0-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,D,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-08-27,Sporting CP,Beitar Jerusalem,0-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Second qualifying round,A,True,1997–98_UEFA_Champions_League_qualifying_rounds,Pasted markdown(20260910-174933).md
1997-09-17,Bayern Munich,Beşiktaş,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group E,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-09-17,Bayern Munich,Paris Saint-Germain,5-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group E,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-09-17,Borussia Dortmund,Parma,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group A,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-09-17,Borussia Dortmund,Sparta Prague,4-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group A,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-09-17,Dynamo Kyiv,Newcastle United,2-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group C,D,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-09-17,Dynamo Kyiv,PSV Eindhoven,1-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group C,D,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-09-17,Manchester United,Feyenoord,2-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group B,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-09-17,Manchester United,Juventus,3-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group B,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-09-17,Monaco,Bayer Leverkusen,4-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group F,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-09-17,Monaco,Sporting CP,3-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group F,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-09-17,Real Madrid,Olympiacos,5-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group D,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-09-17,Real Madrid,Rosenborg,4-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group D,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-01,Bayer Leverkusen,Monaco,2-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group F,D,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-01,Bayern Munich,IFK Göteborg,0-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group E,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-01,Borussia Dortmund,Galatasaray,4-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group A,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-01,Dynamo Kyiv,Barcelona,3-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group C,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-01,Juventus,Manchester United,1-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group B,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-01,Manchester United,Košice,3-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group B,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-01,Monaco,Lierse,5-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group F,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-01,PSV Eindhoven,Dynamo Kyiv,1-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group C,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-01,Paris Saint-Germain,Bayern Munich,3-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group E,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-01,Parma,Borussia Dortmund,1-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group A,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-01,Real Madrid,Porto,4-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group D,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-01,Rosenborg,Real Madrid,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group D,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-22,Bayer Leverkusen,Lierse,1-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group F,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-22,Bayer Leverkusen,Sporting CP,4-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group F,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-22,Juventus,Feyenoord,5-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group B,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-22,Juventus,Košice,3-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group B,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-22,PSV Eindhoven,Barcelona,2-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group C,D,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-22,PSV Eindhoven,Newcastle United,1-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group C,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-22,Paris Saint-Germain,Beşiktaş,2-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group E,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-22,Paris Saint-Germain,IFK Göteborg,3-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group E,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-22,Parma,Galatasaray,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group A,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-22,Parma,Sparta Prague,2-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group A,D,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-22,Rosenborg,Olympiacos,5-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group D,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-10-22,Rosenborg,Porto,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group D,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-05,Beşiktaş,Bayern Munich,0-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group E,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-05,Beşiktaş,Paris Saint-Germain,3-1,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group E,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-05,Feyenoord,Juventus,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group B,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-05,Feyenoord,Manchester United,1-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group B,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-05,Newcastle United,Dynamo Kyiv,2-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group C,H,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-05,Newcastle United,PSV Eindhoven,0-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group C,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-05,Olympiacos,Real Madrid,0-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group D,D,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-05,Olympiacos,Rosenborg,2-2,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group D,D,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-05,Sparta Prague,Borussia Dortmund,0-3,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group A,A,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
1997-11-05,Sparta Prague,Parma,0-0,User-supplied Wikipedia markdown,Europe,UEFA 1st Division,Continental,1,UEFA 1st Division,1997-98,Group stage - Group A,D,True,1997–98_UEFA_Champions_League_group_stage,Pasted markdown(20260910-174933).md
