Team,Rating,Games,FirstMatchDate,EntryRating,Pass,BaseK,ProvisionalK,ProvisionalGames,EntryMode,EntryRatingStart,EntryRatingEnd,EntryDateStart,EntryDateEnd,BaselineStartRating,RetroGamesN
Czech Republic,2160,3,1956-12-16,2177.1,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Zimbabwe,2144,19,1987-05-23,2143.2,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Portugal,2099,60,1994-05-18,2113.5,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Tonga,2098,239,1973-06-23,2090.6,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Uruguay,2096,140,1985-09-17,2085.4,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
United States,2094,203,1912-11-16,2054.1,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Hong Kong,2093,86,1990-12-05,2100.9,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
American Samoa,2078,1,1991-09-30,2082.7,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Spain,2058,66,1952-04-13,2033.9,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Ivory Coast,2042,3,1995-05-26,2054.6,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Taiwan,2029,9,1998-10-24,2046.4,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Romania,2010,195,1924-05-04,2257.6,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Singapore,1994,15,1998-10-24,2022.4,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Papua New Guinea,1994,4,2002-11-30,2012.8,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Qatar,1989,2,2024-04-30,1995.7,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Venezuela,1989,3,2004-04-24,2011.5,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
China,1985,14,1998-10-24,2013.8,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Cook Islands,1984,9,1980-07-05,2023.4,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Morocco,1981,1,2025-07-08,1986.8,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Belgium,1980,38,1937-10-10,2035.2,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Netherlands,1977,32,1937-10-10,2039.5,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Thailand,1976,12,1998-10-24,2013.1,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Namibia,1973,51,1990-06-02,1990,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Senegal,1970,1,2025-07-08,1980.3,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Burkina Faso,1968,1,2024-07-20,1979.2,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Philippines,1963,8,2013-04-20,1983.2,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
South Korea,1961,68,1987-05-17,2048.8,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Colombia,1955,1,2024-10-16,1971.8,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Algeria,1952,2,2024-07-28,1967.4,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Kazakhstan,1950,27,2001-04-25,1978.7,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Malaysia,1949,14,1998-10-24,1989,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Uganda,1949,2,2024-07-20,1965.8,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
United Arab Emirates,1938,21,2011-04-23,1966,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Sri Lanka,1937,23,1998-10-26,1973.7,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Kenya,1935,3,2022-11-06,1956,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Chile,1931,92,1985-09-21,1973.2,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Switzerland,1924,7,2024-11-02,1955.1,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Germany,1907,44,1927-04-17,1968.7,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Canada,1891,204,1985-06-15,2295.1,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Russia,1860,38,1994-04-10,1901.9,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Poland,1855,10,2023-02-04,1905.5,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Brazil,1799,46,1989-10-06,1859,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
India,1790,13,1998-10-26,1864,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
Paraguay,1744,48,1985-09-19,1818.6,Pass3_RetroStartFromPass2,20,20,50,RetroFromPass2FirstN,2500,2000,1870-01-01,2020-01-01,2300,50
