"Country","Season","StartYear","PageTitle","URL","DownloadStatus","ExpectedMatches","DatedFootballBoxes","DatedTableRows","UndatedScoreRows","BestDatedCount","CoveragePct","Assessment"
"England","1920-21",1920,"1920–21 Football League","https://en.wikipedia.org/wiki/1920%E2%80%9321_Football_League","cached",462,0,6,66,6,1.3,"SOME_DATED_MATCHES"
"England","1921-22",1921,"1921–22 Football League","https://en.wikipedia.org/wiki/1921%E2%80%9322_Football_League","cached",462,0,0,86,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"England","1922-23",1922,"1922–23 Football League","https://en.wikipedia.org/wiki/1922%E2%80%9323_Football_League","cached",462,0,6,86,6,1.3,"SOME_DATED_MATCHES"
"England","1923-24",1923,"1923–24 Football League","https://en.wikipedia.org/wiki/1923%E2%80%9324_Football_League","cached",462,0,6,88,6,1.3,"SOME_DATED_MATCHES"
"England","1924-25",1924,"1924–25 Football League","https://en.wikipedia.org/wiki/1924%E2%80%9325_Football_League","cached",462,0,6,88,6,1.3,"SOME_DATED_MATCHES"
"England","1925-26",1925,"1925–26 Football League","https://en.wikipedia.org/wiki/1925%E2%80%9326_Football_League","cached",462,0,6,88,6,1.3,"SOME_DATED_MATCHES"
"England","1926-27",1926,"1926–27 Football League","https://en.wikipedia.org/wiki/1926%E2%80%9327_Football_League","cached",462,0,6,88,6,1.3,"SOME_DATED_MATCHES"
"England","1927-28",1927,"1927–28 Football League","https://en.wikipedia.org/wiki/1927%E2%80%9328_Football_League","cached",462,0,6,88,6,1.3,"SOME_DATED_MATCHES"
"England","1928-29",1928,"1928–29 Football League","https://en.wikipedia.org/wiki/1928%E2%80%9329_Football_League","cached",462,0,6,88,6,1.3,"SOME_DATED_MATCHES"
"England","1929-30",1929,"1929–30 Football League","https://en.wikipedia.org/wiki/1929%E2%80%9330_Football_League","cached",462,0,6,88,6,1.3,"SOME_DATED_MATCHES"
"England","1930-31",1930,"1930–31 Football League","https://en.wikipedia.org/wiki/1930%E2%80%9331_Football_League","cached",462,0,6,88,6,1.3,"SOME_DATED_MATCHES"
"England","1931-32",1931,"1931–32 Football League","https://en.wikipedia.org/wiki/1931%E2%80%9332_Football_League","cached",462,0,6,89,6,1.3,"SOME_DATED_MATCHES"
"England","1932-33",1932,"1932–33 Football League","https://en.wikipedia.org/wiki/1932%E2%80%9333_Football_League","cached",462,0,6,88,6,1.3,"SOME_DATED_MATCHES"
"England","1933-34",1933,"1933–34 Football League","https://en.wikipedia.org/wiki/1933%E2%80%9334_Football_League","cached",462,0,6,88,6,1.3,"SOME_DATED_MATCHES"
"England","1934-35",1934,"1934–35 Football League","https://en.wikipedia.org/wiki/1934%E2%80%9335_Football_League","cached",462,0,6,88,6,1.3,"SOME_DATED_MATCHES"
"England","1935-36",1935,"1935–36 Football League","https://en.wikipedia.org/wiki/1935%E2%80%9336_Football_League","cached",462,0,6,88,6,1.3,"SOME_DATED_MATCHES"
"England","1936-37",1936,"1936–37 Football League","https://en.wikipedia.org/wiki/1936%E2%80%9337_Football_League","cached",462,0,6,88,6,1.3,"SOME_DATED_MATCHES"
"England","1937-38",1937,"1937–38 Football League","https://en.wikipedia.org/wiki/1937%E2%80%9338_Football_League","cached",462,0,6,88,6,1.3,"SOME_DATED_MATCHES"
"England","1938-39",1938,"1938–39 Football League","https://en.wikipedia.org/wiki/1938%E2%80%9339_Football_League","cached",462,0,6,88,6,1.3,"SOME_DATED_MATCHES"
"England","1946-47",1946,"1946–47 Football League","https://en.wikipedia.org/wiki/1946%E2%80%9347_Football_League","cached",462,0,0,88,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"England","1947-48",1947,"1947–48 Football League","https://en.wikipedia.org/wiki/1947%E2%80%9348_Football_League","cached",462,0,0,88,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"England","1948-49",1948,"1948–49 Football League","https://en.wikipedia.org/wiki/1948%E2%80%9349_Football_League","cached",462,0,0,88,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"England","1949-50",1949,"1949–50 Football League","https://en.wikipedia.org/wiki/1949%E2%80%9350_Football_League","cached",462,0,0,88,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"England","1950-51",1950,"1950–51 Football League","https://en.wikipedia.org/wiki/1950%E2%80%9351_Football_League","cached",462,0,0,92,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"England","1951-52",1951,"1951–52 Football League","https://en.wikipedia.org/wiki/1951%E2%80%9352_Football_League","cached",462,0,3,92,3,0.6,"SOME_DATED_MATCHES"
"England","1952-53",1952,"1952–53 Football League","https://en.wikipedia.org/wiki/1952%E2%80%9353_Football_League","cached",462,0,3,92,3,0.6,"SOME_DATED_MATCHES"
"England","1953-54",1953,"1953–54 Football League","https://en.wikipedia.org/wiki/1953%E2%80%9354_Football_League","cached",462,0,3,93,3,0.6,"SOME_DATED_MATCHES"
"England","1954-55",1954,"1954–55 Football League","https://en.wikipedia.org/wiki/1954%E2%80%9355_Football_League","cached",462,0,3,92,3,0.6,"SOME_DATED_MATCHES"
"England","1955-56",1955,"1955–56 Football League","https://en.wikipedia.org/wiki/1955%E2%80%9356_Football_League","cached",462,0,3,92,3,0.6,"SOME_DATED_MATCHES"
"England","1956-57",1956,"1956–57 Football League","https://en.wikipedia.org/wiki/1956%E2%80%9357_Football_League","cached",462,0,3,92,3,0.6,"SOME_DATED_MATCHES"
"England","1957-58",1957,"1957–58 Football League","https://en.wikipedia.org/wiki/1957%E2%80%9358_Football_League","cached",462,0,3,92,3,0.6,"SOME_DATED_MATCHES"
"England","1958-59",1958,"1958–59 Football League","https://en.wikipedia.org/wiki/1958%E2%80%9359_Football_League","cached",462,0,3,92,3,0.6,"SOME_DATED_MATCHES"
"England","1959-60",1959,"1959–60 Football League","https://en.wikipedia.org/wiki/1959%E2%80%9360_Football_League","cached",462,0,3,92,3,0.6,"SOME_DATED_MATCHES"
"England","1960-61",1960,"1960–61 Football League","https://en.wikipedia.org/wiki/1960%E2%80%9361_Football_League","cached",462,0,0,92,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"England","1961-62",1961,"1961–62 Football League","https://en.wikipedia.org/wiki/1961%E2%80%9362_Football_League","cached",462,0,0,93,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"England","1962-63",1962,"1962–63 Football League","https://en.wikipedia.org/wiki/1962%E2%80%9363_Football_League","cached",462,0,3,92,3,0.6,"SOME_DATED_MATCHES"
"England","1963-64",1963,"1963–64 Football League","https://en.wikipedia.org/wiki/1963%E2%80%9364_Football_League","cached",462,0,6,98,6,1.3,"SOME_DATED_MATCHES"
"England","1964-65",1964,"1964–65 Football League","https://en.wikipedia.org/wiki/1964%E2%80%9365_Football_League","cached",462,0,0,92,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"England","1965-66",1965,"1965–66 Football League","https://en.wikipedia.org/wiki/1965%E2%80%9366_Football_League","cached",462,0,0,92,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"England","1966-67",1966,"1966–67 Football League","https://en.wikipedia.org/wiki/1966%E2%80%9367_Football_League","cached",462,0,0,92,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"England","1967-68",1967,"1967–68 Football League","https://en.wikipedia.org/wiki/1967%E2%80%9368_Football_League","cached",462,0,0,92,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"England","1968-69",1968,"1968–69 Football League","https://en.wikipedia.org/wiki/1968%E2%80%9369_Football_League","cached",462,0,0,96,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"England","1969-70",1969,"1969–70 Football League","https://en.wikipedia.org/wiki/1969%E2%80%9370_Football_League","cached",462,0,0,96,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"England","1970-71",1970,"1970–71 Football League","https://en.wikipedia.org/wiki/1970%E2%80%9371_Football_League","cached",462,0,9,97,9,1.9,"SOME_DATED_MATCHES"
"England","1971-72",1971,"1971–72 Football League","https://en.wikipedia.org/wiki/1971%E2%80%9372_Football_League","cached",462,0,6,96,6,1.3,"SOME_DATED_MATCHES"
"England","1972-73",1972,"1972–73 Football League","https://en.wikipedia.org/wiki/1972%E2%80%9373_Football_League","cached",462,0,6,96,6,1.3,"SOME_DATED_MATCHES"
"England","1973-74",1973,"1973–74 Football League","https://en.wikipedia.org/wiki/1973%E2%80%9374_Football_League","cached",462,0,6,96,6,1.3,"SOME_DATED_MATCHES"
"England","1974-75",1974,"1974–75 Football League","https://en.wikipedia.org/wiki/1974%E2%80%9375_Football_League","cached",462,0,6,96,6,1.3,"SOME_DATED_MATCHES"
"England","1975-76",1975,"1975–76 Football League","https://en.wikipedia.org/wiki/1975%E2%80%9376_Football_League","cached",462,0,6,96,6,1.3,"SOME_DATED_MATCHES"
"England","1976-77",1976,"1976–77 Football League","https://en.wikipedia.org/wiki/1976%E2%80%9377_Football_League","cached",462,0,6,96,6,1.3,"SOME_DATED_MATCHES"
"England","1977-78",1977,"1977–78 Football League","https://en.wikipedia.org/wiki/1977%E2%80%9378_Football_League","cached",462,0,6,96,6,1.3,"SOME_DATED_MATCHES"
"England","1978-79",1978,"1978–79 Football League","https://en.wikipedia.org/wiki/1978%E2%80%9379_Football_League","cached",462,0,6,97,6,1.3,"SOME_DATED_MATCHES"
"England","1979-80",1979,"1979–80 Football League","https://en.wikipedia.org/wiki/1979%E2%80%9380_Football_League","cached",462,0,6,96,6,1.3,"SOME_DATED_MATCHES"
"England","1980-81",1980,"1980–81 Football League","https://en.wikipedia.org/wiki/1980%E2%80%9381_Football_League","cached",462,0,6,96,6,1.3,"SOME_DATED_MATCHES"
"England","1981-82",1981,"1981–82 Football League","https://en.wikipedia.org/wiki/1981%E2%80%9382_Football_League","cached",462,0,6,96,6,1.3,"SOME_DATED_MATCHES"
"England","1982-83",1982,"1982–83 Football League","https://en.wikipedia.org/wiki/1982%E2%80%9383_Football_League","cached",462,0,3,96,3,0.6,"SOME_DATED_MATCHES"
"England","1983-84",1983,"1983–84 Football League","https://en.wikipedia.org/wiki/1983%E2%80%9384_Football_League","cached",462,0,3,96,3,0.6,"SOME_DATED_MATCHES"
"England","1984-85",1984,"1984–85 Football League","https://en.wikipedia.org/wiki/1984%E2%80%9385_Football_League","cached",462,0,3,96,3,0.6,"SOME_DATED_MATCHES"
"England","1985-86",1985,"1985–86 Football League","https://en.wikipedia.org/wiki/1985%E2%80%9386_Football_League","cached",462,0,3,96,3,0.6,"SOME_DATED_MATCHES"
"England","1986-87",1986,"1986–87 Football League","https://en.wikipedia.org/wiki/1986%E2%80%9387_Football_League","cached",462,0,3,96,3,0.6,"SOME_DATED_MATCHES"
"England","1987-88",1987,"1987–88 Football League","https://en.wikipedia.org/wiki/1987%E2%80%9388_Football_League","cached",420,0,3,96,3,0.7,"SOME_DATED_MATCHES"
"England","1988-89",1988,"1988–89 Football League","https://en.wikipedia.org/wiki/1988%E2%80%9389_Football_League","cached",380,0,6,96,6,1.6,"SOME_DATED_MATCHES"
"England","1989-90",1989,"1989–90 Football League","https://en.wikipedia.org/wiki/1989%E2%80%9390_Football_League","cached",380,0,3,96,3,0.8,"SOME_DATED_MATCHES"
"England","1990-91",1990,"1990–91 Football League","https://en.wikipedia.org/wiki/1990%E2%80%9391_Football_League","cached",380,0,3,96,3,0.8,"SOME_DATED_MATCHES"
"England","1991-92",1991,"1991–92 Football League","https://en.wikipedia.org/wiki/1991%E2%80%9392_Football_League","cached",462,0,6,96,6,1.3,"SOME_DATED_MATCHES"
"France","1932-33",1932,"1932–33 French Division 1","https://en.wikipedia.org/wiki/1932%E2%80%9333_French_Division_1","cached",,0,0,20,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1933-34",1933,"1933–34 French Division 1","https://en.wikipedia.org/wiki/1933%E2%80%9334_French_Division_1","cached",,0,0,14,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1934-35",1934,"1934–35 French Division 1","https://en.wikipedia.org/wiki/1934%E2%80%9335_French_Division_1","cached",,0,0,16,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1935-36",1935,"1935–36 French Division 1","https://en.wikipedia.org/wiki/1935%E2%80%9336_French_Division_1","cached",,0,0,16,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1936-37",1936,"1936–37 French Division 1","https://en.wikipedia.org/wiki/1936%E2%80%9337_French_Division_1","cached",,0,0,16,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1937-38",1937,"1937–38 French Division 1","https://en.wikipedia.org/wiki/1937%E2%80%9338_French_Division_1","cached",,0,0,16,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1938-39",1938,"1938–39 French Division 1","https://en.wikipedia.org/wiki/1938%E2%80%9339_French_Division_1","cached",240,0,0,16,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1945-46",1945,"1945–46 French Division 1","https://en.wikipedia.org/wiki/1945%E2%80%9346_French_Division_1","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1946-47",1946,"1946–47 French Division 1","https://en.wikipedia.org/wiki/1946%E2%80%9347_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1947-48",1947,"1947–48 French Division 1","https://en.wikipedia.org/wiki/1947%E2%80%9348_French_Division_1","cached",306,0,0,18,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1948-49",1948,"1948–49 French Division 1","https://en.wikipedia.org/wiki/1948%E2%80%9349_French_Division_1","cached",,0,0,18,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1949-50",1949,"1949–50 French Division 1","https://en.wikipedia.org/wiki/1949%E2%80%9350_French_Division_1","cached",,0,0,18,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1950-51",1950,"1950–51 French Division 1","https://en.wikipedia.org/wiki/1950%E2%80%9351_French_Division_1","cached",,0,0,21,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1951-52",1951,"1951–52 French Division 1","https://en.wikipedia.org/wiki/1951%E2%80%9352_French_Division_1","cached",,0,0,19,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1952-53",1952,"1952–53 French Division 1","https://en.wikipedia.org/wiki/1952%E2%80%9353_French_Division_1","cached",,0,0,19,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1953-54",1953,"1953–54 French Division 1","https://en.wikipedia.org/wiki/1953%E2%80%9354_French_Division_1","cached",,0,0,19,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1954-55",1954,"1954–55 French Division 1","https://en.wikipedia.org/wiki/1954%E2%80%9355_French_Division_1","cached",,0,0,19,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1955-56",1955,"1955–56 French Division 1","https://en.wikipedia.org/wiki/1955%E2%80%9356_French_Division_1","cached",,0,0,19,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1956-57",1956,"1956–57 French Division 1","https://en.wikipedia.org/wiki/1956%E2%80%9357_French_Division_1","cached",,0,0,19,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1957-58",1957,"1957–58 French Division 1","https://en.wikipedia.org/wiki/1957%E2%80%9358_French_Division_1","cached",,0,0,18,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1958-59",1958,"1958–59 French Division 1","https://en.wikipedia.org/wiki/1958%E2%80%9359_French_Division_1","cached",380,0,0,23,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1959-60",1959,"1959–60 French Division 1","https://en.wikipedia.org/wiki/1959%E2%80%9360_French_Division_1","cached",,0,0,20,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1960-61",1960,"1960–61 French Division 1","https://en.wikipedia.org/wiki/1960%E2%80%9361_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1961-62",1961,"1961–62 French Division 1","https://en.wikipedia.org/wiki/1961%E2%80%9362_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1962-63",1962,"1962–63 French Division 1","https://en.wikipedia.org/wiki/1962%E2%80%9363_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1963-64",1963,"1963–64 French Division 1","https://en.wikipedia.org/wiki/1963%E2%80%9364_French_Division_1","cached",,0,0,22,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1964-65",1964,"1964–65 French Division 1","https://en.wikipedia.org/wiki/1964%E2%80%9365_French_Division_1","cached",,0,0,22,0,,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1965-66",1965,"1965–66 French Division 1","https://en.wikipedia.org/wiki/1965%E2%80%9366_French_Division_1","cached",380,0,0,24,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1966-67",1966,"1966–67 French Division 1","https://en.wikipedia.org/wiki/1966%E2%80%9367_French_Division_1","cached",380,0,0,24,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1967-68",1967,"1967–68 French Division 1","https://en.wikipedia.org/wiki/1967%E2%80%9368_French_Division_1","cached",380,0,0,24,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1968-69",1968,"1968–69 French Division 1","https://en.wikipedia.org/wiki/1968%E2%80%9369_French_Division_1","cached",306,0,0,19,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1969-70",1969,"1969–70 French Division 1","https://en.wikipedia.org/wiki/1969%E2%80%9370_French_Division_1","cached",306,0,0,22,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1970-71",1970,"1970–71 French Division 1","https://en.wikipedia.org/wiki/1970%E2%80%9371_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1971-72",1971,"1971–72 French Division 1","https://en.wikipedia.org/wiki/1971%E2%80%9372_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1972-73",1972,"1972–73 French Division 1","https://en.wikipedia.org/wiki/1972%E2%80%9373_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1973-74",1973,"1973–74 French Division 1","https://en.wikipedia.org/wiki/1973%E2%80%9374_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1974-75",1974,"1974–75 French Division 1","https://en.wikipedia.org/wiki/1974%E2%80%9375_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1975-76",1975,"1975–76 French Division 1","https://en.wikipedia.org/wiki/1975%E2%80%9376_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1976-77",1976,"1976–77 French Division 1","https://en.wikipedia.org/wiki/1976%E2%80%9377_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1977-78",1977,"1977–78 French Division 1","https://en.wikipedia.org/wiki/1977%E2%80%9378_French_Division_1","cached",380,0,0,20,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1978-79",1978,"1978–79 French Division 1","https://en.wikipedia.org/wiki/1978%E2%80%9379_French_Division_1","cached",380,0,0,21,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1979-80",1979,"1979–80 French Division 1","https://en.wikipedia.org/wiki/1979%E2%80%9380_French_Division_1","cached",380,0,0,21,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1980-81",1980,"1980–81 French Division 1","https://en.wikipedia.org/wiki/1980%E2%80%9381_French_Division_1","cached",380,0,0,21,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1981-82",1981,"1981–82 French Division 1","https://en.wikipedia.org/wiki/1981%E2%80%9382_French_Division_1","cached",380,0,0,21,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1982-83",1982,"1982–83 French Division 1","https://en.wikipedia.org/wiki/1982%E2%80%9383_French_Division_1","cached",380,0,0,21,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1983-84",1983,"1983–84 French Division 1","https://en.wikipedia.org/wiki/1983%E2%80%9384_French_Division_1","cached",380,0,0,21,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1984-85",1984,"1984–85 French Division 1","https://en.wikipedia.org/wiki/1984%E2%80%9385_French_Division_1","cached",380,0,0,21,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1985-86",1985,"1985–86 French Division 1","https://en.wikipedia.org/wiki/1985%E2%80%9386_French_Division_1","cached",380,0,0,21,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1986-87",1986,"1986–87 French Division 1","https://en.wikipedia.org/wiki/1986%E2%80%9387_French_Division_1","cached",380,0,0,21,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1987-88",1987,"1987–88 French Division 1","https://en.wikipedia.org/wiki/1987%E2%80%9388_French_Division_1","cached",380,0,0,21,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1988-89",1988,"1988–89 French Division 1","https://en.wikipedia.org/wiki/1988%E2%80%9389_French_Division_1","cached",380,0,0,21,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
"France","1989-90",1989,"1989–90 French Division 1","https://en.wikipedia.org/wiki/1989%E2%80%9390_French_Division_1","cached",380,0,0,21,0,0,"RESULTS_PRESENT_BUT_NO_MATCH_DATES_FOUND"
