Team,Rating,Games,FirstMatchDate,EntryRating,Pass,BaseK,ProvisionalK,ProvisionalGames,EntryMode,EntryRatingStart,EntryRatingEnd,EntryDateStart,EntryDateEnd,BaselineStartRating,RetroGamesN
Zimbabwe,2105,19,1987-05-23,2058.7,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Spain,2080,67,1952-04-13,1940.5,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Hong Kong,2069,89,1990-12-05,2061.8,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
United States,2063,207,1912-11-16,1962.5,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Tonga,2061,240,1973-06-23,2025.2,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Samoa,2061,242,1980-06-03,2227.7,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Uruguay,2040,143,1985-09-17,1976.1,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
American Samoa,2035,1,1991-09-30,2044.2,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Ivory Coast,2006,3,1995-05-26,2032,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Taiwan,1986,9,1998-10-24,2020.6,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Belgium,1984,40,1937-10-10,2224.1,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Cook Islands,1973,9,1980-07-05,2081.6,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Arabian Gulf,1971,16,2001-04-26,2012.3,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Singapore,1967,15,1998-10-24,2020.6,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
China,1967,14,1998-10-24,2020.6,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Papua New Guinea,1966,4,2002-11-30,2007,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Thailand,1961,12,1998-10-24,2020.6,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Morocco,1955,2,2025-02-09,1950,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Venezuela,1945,3,2004-04-24,2002.3,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Netherlands,1944,34,1937-10-10,2224.1,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Qatar,1942,2,2024-04-30,1950,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Philippines,1938,8,2013-04-20,1972.3,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Chile,1937,96,1985-09-21,1815.2,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Namibia,1934,53,1990-06-02,1929.1,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Kazakhstan,1931,31,2001-04-25,2012.3,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Switzerland,1930,10,2024-11-02,1950,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Tunisia,1930,1,2025-02-09,1950,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Senegal,1928,1,2025-07-08,1950,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Malaysia,1926,15,1998-10-24,2020.6,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Burkina Faso,1924,1,2024-07-20,1950,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
United Arab Emirates,1918,21,2011-04-23,1979,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Algeria,1914,2,2024-07-28,1950,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Colombia,1912,1,2024-10-16,1950,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Romania,1912,198,1924-05-04,2207.1,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
South Korea,1911,71,1987-05-17,1970.9,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Sri Lanka,1904,24,1998-10-26,2020.6,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Kenya,1900,3,2022-11-06,1950,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Uganda,1889,3,2024-07-20,1950,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Germany,1865,45,1927-04-17,2259,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Russia,1839,36,1994-04-10,2035.8,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Poland,1837,10,2023-02-04,1950,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
India,1800,14,1998-10-26,2020.6,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Canada,1794,208,1985-06-15,2258.9,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Paraguay,1589,52,1985-09-19,1580.9,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
Brazil,1562,50,1989-10-06,1655.4,Pass3_RetroStartFromPass2,40,40,50,RetroFromPass2FirstN,2450,1950,1870-01-01,2020-01-01,2250,50
