name,rating,games,first_date,entry_rating,is_seed,Pass,EntryMode,StartR,KNormal,KNew,KNewGames,RetroGamesN
Tang Jiawen,3192,127,2023-03-17,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Gu Zihao,3190,164,2023-02-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Tuo Jiaxi,3189,115,2023-02-04,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Xiao Zhenghao,3185,71,2023-01-09,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Yang Kaiwen,3184,119,2023-02-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Fujisawa Rina,3183,178,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Han Woojin,3183,96,2023-01-23,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Lian Xiao,3181,136,2023-02-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Zhao Chenyu,3178,141,2023-02-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Niu Shite,3177,99,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Kim Myounghoon,3175,158,2023-01-03,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
An Sungjoon,3174,127,2023-01-02,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Matsumoto Takehisa,3172,29,2023-07-27,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Byun Sangil,3171,224,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Luo Xihe,3171,28,2023-06-22,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Otake Yu,3170,74,2023-01-12,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Wu Yiming,3166,137,2023-03-24,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Lu Minquan,3165,100,2023-03-24,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Lee Changho,3164,84,2023-01-07,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Lin Yancheng,3163,110,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Chen Yunong,3161,59,2023-02-04,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Xie Erhao,3160,124,2023-02-04,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Kono Rin,3157,65,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Kang Seungmin,3156,44,2023-01-01,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Luo Chuyue,3156,86,2023-04-11,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Sada Atsushi,3156,117,2023-01-09,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Kuwabara Itsuki,3155,36,2023-04-24,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Lin Shixun,3155,112,2023-01-09,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Sun Zhe,3155,59,2023-02-09,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Hirose Yuichi,3154,118,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Zhou Hongyu,3153,122,2023-03-03,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Ida Atsushi,3149,81,2023-02-16,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Song Jihoon,3148,54,2023-01-05,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Kim Chaeyoung,3147,160,2023-01-03,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Kim Jinhwi,3145,64,2023-01-05,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Seol Hyunjun,3145,119,2023-01-04,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Oh Yujin,3144,146,2023-01-03,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Tanaka Koyu,3144,78,2023-01-18,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Xue Guanhua,3142,43,2023-02-07,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Murakawa Daisuke,3141,88,2023-01-18,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Liu Yuhang,3140,93,2023-02-03,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Shida Tatsuya,3140,81,2023-01-16,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Lee Changseok,3137,113,2023-01-07,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Choi Myeonghun,3135,40,2023-03-17,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Kim Junghyun,3135,83,2023-01-02,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Mok Jinseok,3134,31,2024-05-05,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Weon Seongjin,3134,131,2023-01-10,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Kim Kyeongeun,3130,74,2023-01-11,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Wang Shiyi,3129,72,2023-02-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Zhan Yidian,3129,63,2023-01-03,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Cho Hanseung,3128,56,2023-01-01,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Jiang Qirun,3128,80,2023-02-04,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Yuki Satoshi,3128,61,2023-04-13,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Anzai Nobuaki,3126,41,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Shi Yue,3125,122,2023-02-04,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Koyama Kuya,3124,50,2023-02-20,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Ahn Kukhyun,3123,42,2023-01-07,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Cho Chikun,3123,47,2023-01-12,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Xu Yuqi,3122,63,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Nakane Naoyuki,3121,28,2023-01-19,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Mutsuura Yuta,3119,68,2023-01-19,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Ueno Risa,3118,148,2023-01-09,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Lu Yiquan,3116,152,2023-01-04,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Yi Liao,3115,32,2023-02-20,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Takao Shinji,3114,60,2023-01-12,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Yang Bowei,3114,71,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Kim Dabin,3113,12,2024-04-19,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Choi Jaeyoung,3110,45,2023-01-07,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Qiu Yuran,3110,38,2023-02-27,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Fu Jianheng,3109,54,2023-02-05,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Yokotsuka Riki,3109,55,2023-02-09,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Suzuki Shinji,3108,63,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Tao Xinran,3108,75,2023-02-04,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Xia Chenkun,3108,51,2023-02-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Nakamura Sumire,3107,174,2023-01-03,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Peng Liyao,3107,84,2023-02-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Fujii Koki,3105,34,2023-02-23,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Seo Bongsoo,3105,49,2023-01-17,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Komatsu Hideki,3103,14,2023-04-06,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Ye Changxin,3103,71,2023-02-03,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Wang Chunhui,3101,66,2023-02-03,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Huang Jingyuan,3100,20,2023-06-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Han Moyang,3099,20,2023-04-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Akiyama Jiro,3098,30,2023-01-12,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Cai Chengwei,3097,82,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Chen Yizhe,3097,10,2023-11-12,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Ma Xiaochun,3096,9,2023-11-09,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Zhou Ruiyang,3095,30,2023-02-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Lin Xinwei,3094,60,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Tang Weixing,3094,83,2023-02-04,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Ha Youngil,3092,19,2023-03-29,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Jiang Weijie,3092,83,2023-02-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Kato Chie,3092,57,2023-01-23,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Li Sixuan,3092,63,2023-05-14,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Seki Kotaro,3092,105,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Onishi Kenya,3090,23,2023-05-11,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Wang Chenxing,3090,55,2023-03-31,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Heo Seohyun,3088,109,2023-01-09,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Muramoto Wataru,3088,23,2023-02-27,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Wan Enze,3088,10,2023-03-17,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Xie Yimin,3088,87,2023-01-09,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Yamashita Keigo,3088,98,2023-01-08,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Han Taehee,3087,28,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Han Wonggyu,3086,29,2023-01-09,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Chen Shoulian,3085,76,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Yang Yoojun,3085,7,2023-12-27,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Terayama Rei,3084,30,2023-08-10,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Yoda Norimoto,3084,62,2023-03-20,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Lai Youcheng Ama.,3083,5,2024-01-22,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Yang Dong,3083,6,2023-12-23,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Zhu Yanzhen,3083,11,2024-03-29,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Onishi Ryuhei,3082,40,2023-01-16,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Tsuji Shigehito,3082,47,2023-01-15,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Lee Sanghun (s),3081,17,2023-06-22,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Park Sangjin,3081,59,2023-01-04,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Chang Rueijie,3080,54,2023-01-15,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Hikosaka Naoto,3080,24,2023-01-12,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Ogaki Yusaku,3080,30,2023-05-22,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Kim Hyemin,3079,74,2023-03-17,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Kim Jiseok,3079,69,2023-01-04,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Gao Xing,3078,64,2023-03-31,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Chen Weiting,3077,98,2023-01-03,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Cho Hyeyeon,3077,62,2023-06-03,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Chen Yaoye,3076,41,2023-02-03,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Kim Yeongsam,3076,35,2023-03-10,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Rin Kanketsu,3076,55,2023-01-08,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Hoshiai Shiho,3074,69,2023-01-30,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Chen Xian,3073,89,2023-02-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Otani Naoki,3072,17,2023-04-27,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
An Jungki,3071,33,2023-04-20,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Omote Yuto,3071,47,2023-03-08,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Han Enyi,3070,5,2023-03-22,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Li He,3070,114,2023-03-18,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Moon Minjong,3069,82,2023-01-02,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Chen Yingjia,3068,26,2025-01-02,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Ko Iso,3068,22,2023-02-27,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Lee Yeon,3068,27,2023-01-09,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Hara Masakazu,3067,18,2023-03-01,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Huang Siyuan,3067,6,2024-03-29,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Li Xiaoxi (s),3067,91,2023-02-28,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Nyu Eiko,3067,105,2023-01-12,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Takashima Yugo,3067,27,2023-01-30,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Xu Yidi,3066,58,2023-04-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Hu Yaoyu,3065,18,2023-03-24,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Rong Yi,3065,36,2023-03-07,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Park Jihyun,3063,34,2023-01-09,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Wang Chuxuan,3063,52,2023-02-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Tanaka Yuki,3062,40,2023-02-13,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Tang Yi,3062,59,2023-03-17,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Lee Hoseong,3061,12,2023-01-09,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Lee Jungwoo,3061,10,2023-06-19,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Lee Wonyoung,3061,66,2023-01-04,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Lee Jaesung,3060,9,2023-12-27,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Han Chongjin,3059,16,2023-07-11,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Wu Baiyi,3059,61,2023-01-11,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Shuto Shun,3058,26,2023-02-13,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Kondo Toshiki,3057,20,2023-01-19,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
O Rissei,3057,34,2023-01-26,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Yu Zhiying,3057,143,2023-03-07,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Zhang Qin,3057,10,2024-03-30,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Abe Yoshiki,3056,23,2023-01-11,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Lee Minseok,3055,12,2024-04-04,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Takeshita Ryoya,3055,30,2023-03-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Cho Sangyeon,3054,24,2024-04-01,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Eom Donggun,3054,7,2023-08-29,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Kobayashi Satoru,3054,28,2023-01-23,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Li Kang,3054,11,2023-10-18,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Park Jonghoon,3054,56,2023-01-05,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Wang Yubo,3054,86,2023-03-18,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Fujita Akihiko,3053,94,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Asahi Yutoshi,3052,5,2025-04-07,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Gu Li,3052,16,2023-03-04,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Tanaka Nobuyuki,3052,13,2023-03-20,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Ogata Masaki,3051,20,2023-08-07,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Chen Jiarui,3050,21,2023-03-18,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Aoki Hirotaka,3049,16,2023-02-13,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Fang Ruoxi,3049,88,2023-03-17,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Wang Shuo (s),3049,15,2023-02-03,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Cheng Honghao,3048,2,2024-06-05,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Jeong Junwoo,3048,11,2023-07-28,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Mukai Chiaki,3047,55,2023-03-13,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Qian Liuru,3047,2,2025-05-11,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Kong Jie,3046,4,2023-10-14,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Muramatsu Hiroki,3046,31,2023-03-30,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Yang Zixuan,3046,110,2023-01-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
An Joyeong,3045,24,2023-07-30,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Gu Lingyi,3045,52,2023-02-06,3000,TRUE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Hane Yasumasa,3045,7,2023-01-16,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Ozeki Minoru Ama.,3045,7,2024-05-19,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
Ju Hyeongwuk,3044,4,2024-07-16,3000,FALSE,Pass1_FlatStart,Flat3000,3000,20,40,100,25
