name,rating,games,first_date,entry_rating,is_seed,Pass,EntryMode,StartR,KNormal,KNew,KNewGames,RetroGamesN
Xie Ke,3262,115,2023-02-06,2987.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Fan Tingyu,3255,141,2023-02-05,3073.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Cho U,3252,85,2023-01-16,3034.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Sakai Yuki,3252,108,2023-01-06,3056.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Wang Yuanjun,3252,184,2023-01-08,3125.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Motoki Katsuya,3250,75,2023-01-19,3085.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Kim Eunji,3248,235,2023-01-03,3008.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Shin Minjun,3246,213,2023-01-01,3161.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Park Minkyu,3242,84,2023-01-07,3082.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Huang Yunsong,3237,86,2023-02-06,3025.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Kang Dongyun,3236,161,2023-01-01,3108.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Hirata Tomoya,3229,65,2023-01-15,3046.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Miura Taro,3226,66,2023-06-03,3149.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Fukuoka Kotaro,3225,137,2023-01-06,3108.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Gu Zihao,3224,164,2023-02-06,3159.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Seto Taiki,3220,67,2023-02-09,3030.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Koike Yoshihiro,3218,72,2023-01-06,2956,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Li Wei,3218,119,2023-01-06,3076.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Yang Kaiwen,3218,119,2023-02-06,3100.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Tuo Jiaxi,3217,115,2023-02-04,3058.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lian Xiao,3216,136,2023-02-06,3165.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Han Woojin,3215,96,2023-01-23,3111.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Matsumoto Takehisa,3211,29,2023-07-27,3140,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Zhao Chenyu,3211,141,2023-02-06,3146.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Ueno Asami,3209,171,2023-01-09,3119.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Yoo Changhyuk,3209,75,2023-01-19,3189.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Jian Jingting,3208,154,2023-01-09,3018.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Kim Myounghoon,3204,158,2023-01-03,3152.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
An Sungjoon,3203,127,2023-01-02,3103,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Byun Sangil,3203,224,2023-01-06,3147.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Chen Qirui,3201,210,2023-01-08,3139.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Choi Jeong,3201,202,2023-01-01,2997,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Luo Xihe,3200,28,2023-06-22,3131.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lin Lixiang,3198,152,2023-01-06,3017.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Xie Erhao,3193,124,2023-02-04,3026.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Kang Seungmin,3191,44,2023-01-01,3088.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Tang Jiawen,3189,127,2023-03-17,2989.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Otake Yu,3188,74,2023-01-12,2943.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Chen Yunong,3185,59,2023-02-04,2969.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Xue Guanhua,3185,43,2023-02-07,3118.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Song Jihoon,3183,54,2023-01-05,3100.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Fujisawa Rina,3182,178,2023-01-06,3038.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Xiao Zhenghao,3182,71,2023-01-09,3073.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Hirose Yuichi,3178,118,2023-01-06,2992.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Kim Jinhwi,3178,64,2023-01-05,3049.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Kono Rin,3178,65,2023-01-06,3072.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Seol Hyunjun,3178,119,2023-01-04,3057.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Sun Zhe,3175,59,2023-02-09,3083.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Kim Dabin,3174,12,2024-04-19,3112.6,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Liu Yuhang,3173,93,2023-02-03,3154.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lee Changseok,3172,113,2023-01-07,3132.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Mok Jinseok,3172,31,2024-05-05,3156.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Sada Atsushi,3172,117,2023-01-09,2998.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Ida Atsushi,3170,81,2023-02-16,3095.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Kim Junghyun,3166,83,2023-01-02,3050,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Niu Shite,3165,99,2023-01-06,3042.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Weon Seongjin,3165,131,2023-01-10,3092.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Kuwabara Itsuki,3164,36,2023-04-24,3048.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lee Changho,3164,84,2023-01-07,2947.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Ma Xiaochun,3163,9,2023-11-09,3096.3,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Shida Tatsuya,3162,81,2023-01-16,3011.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Murakawa Daisuke,3161,88,2023-01-18,3045.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Jiang Qirun,3160,80,2023-02-04,3045,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Shi Yue,3160,122,2023-02-04,3057.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Huang Jingyuan,3159,20,2023-06-06,3099.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lin Shixun,3157,112,2023-01-09,3102.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lin Yancheng,3157,110,2023-01-06,3089.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lu Minquan,3157,100,2023-03-24,3036.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Wu Yiming,3157,137,2023-03-24,3110.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Wang Shiyi,3154,72,2023-02-06,3056.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Choi Myeonghun,3152,40,2023-03-17,3123.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Chen Yizhe,3147,10,2023-11-12,3096.7,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Komatsu Hideki,3147,14,2023-04-06,3102.9,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Nakane Naoyuki,3147,28,2023-01-19,3122,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Yang Dong,3146,6,2023-12-23,3082.6,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Koyama Kuya,3145,50,2023-02-20,3130.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lai Youcheng Ama.,3145,5,2024-01-22,3082.6,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Tanaka Koyu,3145,78,2023-01-18,3004.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Zhou Hongyu,3145,122,2023-03-03,3058.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Yang Yoojun,3144,7,2023-12-27,3085.4,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Yuki Satoshi,3143,61,2023-04-13,3044,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Han Moyang,3142,20,2023-04-06,3099,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Cho Hanseung,3140,56,2023-01-01,2988.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Luo Chuyue,3140,86,2023-04-11,3066.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Akiyama Jiro,3139,30,2023-01-12,3143.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Mutsuura Yuta,3139,68,2023-01-19,3042.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Tao Xinran,3139,75,2023-02-04,3014.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Anzai Nobuaki,3138,41,2023-01-06,3073.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Peng Liyao,3138,84,2023-02-06,2956.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Ahn Kukhyun,3137,42,2023-01-07,3000.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Kim Chaeyoung,3137,160,2023-01-03,2955.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Oh Yujin,3135,146,2023-01-03,3122.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Takao Shinji,3134,60,2023-01-12,3034.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Xia Chenkun,3134,51,2023-02-06,2981.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Qiu Yuran,3133,38,2023-02-27,3028.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Choi Jaeyoung,3132,45,2023-01-07,2997.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Fu Jianheng,3132,54,2023-02-05,3007.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Wan Enze,3131,10,2023-03-17,3088.4,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Wang Chunhui,3131,66,2023-02-03,2987.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Cho Chikun,3130,47,2023-01-12,3045.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Han Taehee,3130,28,2023-01-06,3084.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Yokotsuka Riki,3129,55,2023-02-09,3133.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Zhan Yidian,3129,63,2023-01-03,3137.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Fujii Koki,3125,34,2023-02-23,3074.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Ha Youngil,3125,19,2023-03-29,3091.5,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Han Enyi,3125,5,2023-03-22,3069.6,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Zhu Yanzhen,3125,11,2024-03-29,3082.9,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Suzuki Shinji,3124,63,2023-01-06,2987.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Jiang Weijie,3122,83,2023-02-06,3046,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Onishi Kenya,3121,23,2023-05-11,3090.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Yi Liao,3120,32,2023-02-20,3003.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Muramoto Wataru,3118,23,2023-02-27,3088.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lu Yiquan,3117,152,2023-01-04,3054.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Tang Weixing,3116,83,2023-02-04,2923.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Ye Changxin,3116,71,2023-02-03,2894.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Kim Jiseok,3113,69,2023-01-04,3154.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Huang Siyuan,3111,6,2024-03-29,3067.4,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Yamashita Keigo,3111,98,2023-01-08,3077.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Yang Bowei,3111,71,2023-01-06,3106.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
An Jungki,3110,33,2023-04-20,3096.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Hu Yaoyu,3110,18,2023-03-24,3064.7,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Zhou Ruiyang,3110,30,2023-02-06,3001.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Seki Kotaro,3109,105,2023-01-06,2942.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Terayama Rei,3109,30,2023-08-10,3111.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Ueno Risa,3109,148,2023-01-09,3014.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Chen Yaoye,3108,41,2023-02-03,3028,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lee Sanghun (s),3107,17,2023-06-22,3080.9,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Xu Yuqi,3106,63,2023-01-06,2981.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Chen Xian,3105,89,2023-02-06,3125.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Park Sangjin,3105,59,2023-01-04,3041.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Rong Yi,3105,36,2023-03-07,3035.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Han Wonggyu,3101,29,2023-01-09,3055,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lee Yeon,3101,27,2023-01-09,3118.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Kim Kyeongeun,3100,74,2023-01-11,3060,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Seo Bongsoo,3100,49,2023-01-17,3047.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Otani Naoki,3099,17,2023-04-27,3072.2,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lee Jaesung,3098,9,2023-12-27,3060.4,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Nakamura Sumire,3098,174,2023-01-03,3028.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Yoda Norimoto,3098,62,2023-03-20,3096.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Ko Iso,3097,22,2023-02-27,3067.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Gu Li,3096,16,2023-03-04,3052,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Hikosaka Naoto,3094,24,2023-01-12,3080,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Rin Kanketsu,3094,55,2023-01-08,3002,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Wang Chuxuan,3094,52,2023-02-06,3058.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Moon Minjong,3093,82,2023-01-02,2994,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Chang Rueijie,3092,54,2023-01-15,3050,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Eom Donggun,3092,7,2023-08-29,3053.7,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Park Jihyun,3092,34,2023-01-09,3091.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Tsuji Shigehito,3092,47,2023-01-15,2998,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lee Wonyoung,3091,66,2023-01-04,3127.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Onishi Ryuhei,3091,40,2023-01-16,2967.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Kong Jie,3090,4,2023-10-14,3045.5,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Zhang Qin,3090,10,2024-03-30,3057,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Hara Masakazu,3089,18,2023-03-01,3067,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lee Jungwoo,3089,10,2023-06-19,3060.9,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lee Minseok,3089,12,2024-04-04,3054.8,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Wang Shuo (s),3089,15,2023-02-03,3049,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Xu Yidi,3089,58,2023-04-06,3105.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Cheng Honghao,3088,2,2024-06-05,3047.7,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Li Kang,3088,11,2023-10-18,3054.1,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Qian Liuru,3088,2,2025-05-11,3047.2,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Jeong Junwoo,3086,11,2023-07-28,3048.2,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Takashima Yugo,3086,27,2023-01-30,3064.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Asahi Yutoshi,3085,5,2025-04-07,3051.8,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lin Xinwei,3085,60,2023-01-06,3072,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Kato Chie,3084,57,2023-01-23,3073.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Ogaki Yusaku,3084,30,2023-05-22,3032.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Cai Chengwei,3083,82,2023-01-06,2984.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Han Chongjin,3083,16,2023-07-11,3059.3,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Lee Hoseong,3083,12,2023-01-09,3060.9,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Wang Chenxing,3080,55,2023-03-31,3023.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Chen Xiaotian,3079,3,2024-06-02,3041.5,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Gu Lingyi,3079,52,2023-02-06,3099.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Ju Hyeongwuk,3077,4,2024-07-16,3044.3,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Li Sixuan,3077,63,2023-05-14,2989.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Park Jonghoon,3077,56,2023-01-05,3001.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Omote Yuto,3076,47,2023-03-08,3010.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Wu Baiyi,3076,61,2023-01-11,2998.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Chen Yingjia,3075,26,2025-01-02,3082.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Kondo Toshiki,3075,20,2023-01-19,3057.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
Tanaka Nobuyuki,3075,13,2023-03-20,3051.9,FALSE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,40,100,25
