name,rating,games,first_date,entry_rating,is_seed,Pass,EntryMode,StartR,KNormal,KNew,KNewGames,RetroGamesN
Iyama Yuta,3388,1255,1997-08-06,3115.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Fan Yunruo,3385,354,2008-01-25,3114.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Jin Yucheng,3379,141,2018-11-22,3019.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Pyeon Sang-il,3373,716,2008-07-21,3076.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Zhao Chenyu,3370,443,2013-04-10,3146,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Eun-chi,3365,372,2018-01-15,2949,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Mi Yuting,3365,823,2008-07-10,3148.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Xu Haohong,3365,546,2016-03-26,3116.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
DeepZen,3363,166,2016-06-21,3239.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lai Junfu,3362,416,2017-01-07,2926.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yu Zhengqi,3361,598,2006-04-09,2963.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Li Xuanhao,3359,575,2009-07-04,3125.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Sin Min-chun,3351,703,2012-09-11,3115.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Pak Min-kyu,3346,229,2006-09-03,3048,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kang Tong-yun,3344,989,1998-06-20,3139.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
An Seong-chun,3341,395,2008-04-02,3061.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yi Chi-hyeon (m),3341,360,2008-12-03,3143,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Gu Zihao,3340,545,2011-06-18,3066.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tan Xiao,3338,772,2005-01-17,2980.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yang Kaiwen,3336,310,2011-12-28,3183.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Fan Yin,3335,295,2011-12-28,3085.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Liu Yuhang,3323,143,2015-05-31,3116.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Chi-seok,3321,894,1999-07-26,3174.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Myeong-hun,3321,419,2013-04-19,3230.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wang Xi,3320,593,1999-04-16,3114,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tuo Jiaxi,3314,851,2006-01-17,3234.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Chen Zijian,3311,245,2014-02-10,2949.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lian Xiao,3311,696,2007-01-26,3124.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yi Tong-hun,3307,417,2009-08-05,3066.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Fukuoka Kotaro,3306,187,2014-12-14,3133.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Han U-chin,3305,163,2017-12-11,3064.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Cheong-hyeon Sr.,3304,83,2022-10-03,3119.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Xie Erhao,3302,501,2011-06-23,3219.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Seol Hyeon-chun,3301,259,2014-10-31,3090.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Huang Yunsong,3300,448,2010-12-07,3140.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Jiang Weijie,3295,709,2006-08-08,3138.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Shi Yue,3295,924,2003-01-19,3124.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Ozeki Minoru,3294,48,2006-08-02,3255.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Song Chi-hun,3293,197,2015-03-03,3207.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Zhang Tao (Sr.),3293,50,2022-08-25,3261.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Motoki Katsuya,3289,353,2011-11-10,3222.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Ch'oe Cheong,3287,719,2008-11-24,3081.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wang Yuanjun,3280,643,2007-08-11,3055.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Xue Guanhua,3280,82,2015-02-05,2987.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Chen Yaoye,3279,953,1999-08-19,3152.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Hirata Tomoya,3278,185,2011-02-10,3039.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Bai Baoxiang,3272,83,2009-11-15,3162.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lin Junyan,3272,477,2010-03-02,3025,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yamashita Keigo,3269,1351,1986-08-05,3046.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Peng Liyao,3265,623,2003-08-04,3045.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yu Ch'ang-hyeok,3264,1278,1978-09-25,3045.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tao Xinran,3263,448,2007-07-05,3081.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Qiu Jun,3260,671,1994-08-11,3114.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Miura Taro,3259,83,2016-08-03,3227,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Sakai Yuki,3258,148,2013-12-15,3127.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kang Yu-t'aek,3257,260,2003-08-29,3260.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yi Ch'ang-ho,3257,2125,1986-07-31,3315.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Xu Jingen,3256,301,2018-11-12,2955.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Pak Sang-chin,3255,176,2016-04-14,3077.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Sho Gyokuyo,3252,42,2021-07-21,3189.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Cho U,3250,1209,1993-10-03,3176.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Sada Atsushi,3249,297,2005-01-09,3059.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Weon Seong-chin,3248,830,1998-05-12,3115.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Takagawa Kaku,3247,387,1925-04-03,2982.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Chen Yunong,3246,109,2013-12-27,2960.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Adachi Toshimasa,3245,163,2001-05-02,2954.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Liu Jun,3243,68,1991-05-30,3201,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tong Mengcheng,3243,475,2010-09-25,3175.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Hong Seong-chi,3242,452,1997-06-15,3067.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Meng Tailing,3239,456,2004-04-03,3045.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yokotsuka Riki,3239,94,2012-07-16,2971,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Murakawa Daisuke,3238,647,2000-08-12,3055.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Zhou Hongyu,3238,345,2016-04-22,3114.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Chen Xian,3235,278,2010-10-09,3022.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Seto Taiki,3235,472,1994-09-02,3192.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Ida Atsushi,3234,448,2009-01-19,3112.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Onishi Ryuhei,3234,251,2011-08-03,3173.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Hu Yaoyu,3233,726,1992-07-27,2912.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yi Ch'ang-seok,3232,298,2013-07-09,2956.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Akiyama Jiro,3231,313,1992-01-01,3156.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Han Seung-chu,3231,233,2007-08-11,3223.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Chin-hwi,3231,144,2011-01-26,3074.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Xia Chenkun,3229,237,2009-10-26,3229,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Chen Qirui,3228,440,2014-10-01,2900.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yi Weon-yeong,3228,221,2009-08-08,3224.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Cheong-hyeon,3224,171,2006-12-02,3110.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Cho Han-seung,3223,834,1994-07-31,3111,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kang Seung-min,3223,229,2005-08-07,3041.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Hirose Yuichi,3222,189,2014-04-09,3048.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Ueno Asami,3222,436,2016-01-08,3051.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Go Seigen,3221,809,1926-01-01,3150.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Duan Boyao,3220,42,2019-06-19,3094.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Gu Li,3219,1159,1994-07-31,3098.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Rong Yi,3219,159,2009-02-06,2982.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Mizokami Tomochika,3218,399,1989-07-26,3066.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Han T'ae-heui,3215,161,2009-12-07,3019.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kato Masao,3215,1336,1958-11-21,3156.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
O Yu-chin,3215,492,2010-07-28,3042.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Ch'oe Myeong-hun,3212,476,1992-05-04,3125.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wang Chen,3212,97,2008-05-16,3100.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Zhang Tao Sr.,3212,278,2006-07-30,3109.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Hasegawa Hiro,3211,40,1989-10-24,3260.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wu Guangya,3210,337,2005-04-04,3126.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Jiang Qirun,3209,200,2014-02-10,2984.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kono Rin,3209,944,1996-02-24,3132.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Li Chengsen,3209,41,2013-05-28,3156.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lu Yiquan,3208,255,2018-01-03,3060.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tang Jiawen,3208,198,2017-09-17,3000.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Anzai Nobuaki,3207,263,2002-07-08,3083.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Na Hyeon,3207,410,2005-08-23,3165.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Ohira Shuzo,3207,376,1946-10-09,3063.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Otake Yu,3207,158,2016-01-08,2992.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Fujita Akihiko,3205,245,2004-04-05,3083.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Nozawa Chikucho,3205,111,1905-03-29,3185.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wang Shiyi,3205,125,2015-02-05,3027.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
An Kuk-hyeon,3204,249,2009-12-07,3164.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Ch'oe Chae-yeong,3203,148,2015-06-11,3088.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tang Weixing,3203,699,2005-01-11,3099.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Pak Chin-sol,3202,255,2002-05-11,3106.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Sun Tengyu,3202,244,2006-07-31,3115.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wang Chunhui,3202,101,2019-08-31,2910.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yi Se-tol,3202,1354,1992-08-01,3113.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Han Yizhou,3201,254,2010-12-21,3123.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Han Sang-cho,3200,79,2017-10-23,3069.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Cho Chikun,3199,2371,1962-07-17,3080.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Hu Yuefeng,3198,134,2007-01-10,3095.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Suzuki Shinji,3197,200,2004-08-04,3032,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tao Xin,3197,108,2004-05-20,3075.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
An Cheong-ki,3196,133,2015-05-22,3133.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Sekiyama Riichi,3194,201,1926-05-26,3082.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
U Boi,3194,171,2013-07-15,3138.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Seong-ryong,3193,150,1986-07-12,3095.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Mok Chin-seok,3192,733,1988-05-22,3134.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Pak Keon-ho,3192,197,2015-06-13,2982,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Peng Quan,3191,476,1997-07-06,3149.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Huang Mingyu,3190,117,2014-08-17,3056.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wang Haoyang,3190,290,2003-04-03,3044.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Jian Jingting,3188,322,2016-05-12,2967.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kogishi Soji,3187,46,1908-01-03,3127.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kawai Tetsuyuki,3186,90,1955-06-26,3060.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Mutsuura Yuta,3186,233,2009-08-05,3023.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Luo Xihe,3185,751,1986-01-21,3113.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Ha Seong-pong,3184,47,1999-10-10,3085.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wu Yiming,3184,227,2018-08-27,2849.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yi Yeong-ku,3184,589,1999-08-05,3101.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Ch'ang-hun,3183,39,2015-06-08,3172.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Mimura Tomoyasu,3183,435,1982-08-09,3068.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Pak Chong-hun,3183,100,2016-04-28,3088.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yi Chae-seong,3183,27,2017-10-30,3194.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Cho Min-su,3182,27,1994-04-03,3162.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Ch'ae-yeong,3182,406,2011-06-22,2916.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Moriyama Naoki,3181,165,1978-10-01,3149.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Takao Shinji,3181,1067,1986-08-05,3186.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Hiraoka Satoshi,3180,111,1984-08-07,3228.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Seung-chin,3180,84,2022-09-28,3041.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Mun Min-chong,3180,138,2017-12-11,3095.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Fujisawa Rina,3179,648,2010-05-24,2954.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lin Lixiang,3179,389,2007-09-11,2909,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Hane Naoki,3178,1078,1986-11-21,3180.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Ryu Min-hyeong,3178,120,2009-04-01,3106.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Pak Ch'ang-myeong,3177,30,2003-10-12,3192.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yi Lingtao,3177,223,2014-01-10,3006.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
An Dongxu,3176,119,2008-07-25,3099.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Gu Lingyi,3176,581,2000-06-26,3135.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Rin Kanketsu,3176,286,1999-06-14,3129.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Lu Minquan,3175,292,2015-02-05,2970.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Cai Jing,3174,222,2008-03-26,3153.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Pak Cheong-sang,3174,376,1994-10-03,3142.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Seki Kotaro,3174,187,2013-08-18,3037.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tamura Yasuhisa,3174,122,1900-01-08,3199.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Wang Zejin,3174,199,2012-12-30,2903.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yun Chun-sang,3174,467,2001-11-30,3183.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Guo Yuzheng,3172,89,2008-01-25,3040.1,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kubomatsu Katsukiyo,3172,300,1908-09-17,3101.9,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Son Makoto,3171,217,2008-12-14,3111.6,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Fujisawa Tamotsu,3169,35,1937-01-13,3128.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yi T'ae-hyeon,3169,136,2007-05-19,3140,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Andy Liu,3168,25,2003-08-04,3161,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Pak Ha-min,3167,177,2014-03-26,3079.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Fan Hui,3166,33,2002-07-18,3177.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kitani Minoru,3166,963,1921-10-11,3263.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tsuruyama Atsushi,3166,224,1994-03-12,3063.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Yan Huan,3166,122,2007-01-12,2929.3,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Cho Zuiketsu,3165,89,2014-04-09,3054.8,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Omote Yuto,3165,81,2021-04-09,3134.7,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Tono Hiroaki,3165,244,1954-01-01,3094.5,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
AQ,3164,36,2017-03-18,3101.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Liu Xing,3163,547,1996-07-13,2953.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Sun Yiguo,3163,67,1989-03-14,3269.4,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kawamura Yozo,3162,21,1952-04-01,3000,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
Kim Peom-seo,3162,37,2016-07-16,3156.2,TRUE,Pass2_RetroStart,RetroFromPass1FirstN,3000,20,20,100,25
