EntryCountry,EntryTier,Team,EntryDate,EntryYear,InitialRating,EntryPeriod,R100,R20,R50,Change20,Change50,Change100,EntrySeasonStart,CoverageStartSeason,CoverageEntry
Austria,1,SV Chemie Linz,1960-08-21,1960,2510,Before 1990,2492.89207549112,2529.33872274419,2553.75113469075,19.3387227441899,43.75113469075,-17.1079245088799,1960,1952,FALSE
Austria,1,SV Schwechat,1960-08-21,1960,2510,Before 1990,2587.88400659345,2510.78739647955,2502.49600009899,0.787396479549898,-7.50399990101005,77.8840065934501,1960,1952,FALSE
Austria,1,SV Spittal Drau,1984-08-25,1984,2510,Before 1990,,2529.24604722173,,19.2460472217299,,,1984,1952,FALSE
Austria,1,Salzburg,1974-08-09,1974,2510,Before 1990,2525.37694273224,2536.44850829764,2559.13656810131,26.4485082976398,49.1365681013099,15.37694273224,1974,1952,FALSE
Austria,1,Salzburger AK 1914,1952-08-24,1952,2510,Before 1990,,2382.45607965632,2324.34706935866,-127.54392034368,-185.65293064134,,1952,1952,TRUE
Austria,1,Schwarz Weiss Bregenz,1954-08-29,1954,2510,Before 1990,2454.78961696516,2428.04156520213,2498.48938350662,-81.9584347978698,-11.51061649338,-55.2103830348401,1954,1952,FALSE
Austria,1,Sk Austria Kaernten,2003-07-16,2003,2510,2000-2009,2655.17485177947,2572.36949004567,2684.32520913636,62.3694900456699,174.32520913636,145.17485177947,2003,1952,FALSE
Austria,1,Sportclub,1953-08-23,1953,2510,Before 1990,2563.4868882,2537.24244079185,2630.22828963449,27.2424407918502,120.22828963449,53.4868882000001,1953,1952,FALSE
Austria,1,St. Pölten,1993-07-31,1993,2510,1990-1999,2421.37010365547,2506.48652840703,2514.20042341297,-3.51347159296984,4.20042341296994,-88.6298963445302,1993,1952,FALSE
Austria,1,Sturm Graz,1952-08-24,1952,2510,Before 1990,2466.53919337839,2485.74483416761,2451.16427956696,-24.2551658323901,-58.83572043304,-43.4608066216101,1952,1952,TRUE
Austria,1,Union Wels,1982-08-21,1982,2510,Before 1990,,2486.86137401908,2464.28299797027,-23.1386259809201,-45.7170020297299,,1982,1952,FALSE
Austria,1,Vfb Moedling,1952-08-23,1952,2510,Before 1990,2565.8479360663,2448.57574574034,2458.63564128655,-61.4242542596599,-51.3643587134502,55.8479360663,1952,1952,TRUE
Austria,1,Vorwaerts Steyr,1988-07-23,1988,2510,Before 1990,2555.30843563339,2524.89570550681,2534.15042978724,14.8957055068099,24.1504297872398,45.3084356333902,1988,1952,FALSE
Austria,1,Vse St Poelten,1988-07-22,1988,2510,Before 1990,2517.87107723063,2583.51952490847,2536.42632091055,73.51952490847,26.4263209105502,7.87107723062991,1988,1952,FALSE
Austria,1,WSG Radenthein,1967-08-20,1967,2510,Before 1990,,2482.68063311589,2397.89881112279,-27.31936688411,-112.10118887721,,1967,1952,FALSE
Austria,1,WSG Tirol,2019-08-03,2019,2510,2010-2019,2542.7498358955,2466.34576075608,2505.26942243246,-43.6542392439201,-4.73057756753997,32.7498358954999,2019,1952,FALSE
Austria,1,WSG Wattens,1970-08-15,1970,2510,Before 1990,,2526.15615926159,,16.1561592615899,,,1970,1952,FALSE
Austria,1,WSV Donawitz,1959-08-30,1959,2510,Before 1990,,2467.53017455205,2524.15315079954,-42.4698254479499,14.1531507995401,,1959,1952,FALSE
Austria,1,Wacker Innsbruck,1964-08-22,1964,2510,Before 1990,2710.19437835255,2551.78789377645,2555.279485538,41.7878937764499,45.2794855379998,200.19437835255,1964,1952,FALSE
Austria,1,Wiener AC,1953-08-22,1953,2510,Before 1990,2608.69193057824,2450.24836882612,2483.43056858409,-59.75163117388,-26.56943141591,98.6919305782399,1953,1952,FALSE
Austria,1,Wiener Neustadt,1959-08-29,1959,2510,Before 1990,2504.54147223161,2510.04157776174,2528.20349743329,0.0415777617399726,18.2034974332901,-5.45852776839001,1959,1952,FALSE
Austria,1,Wiener Sportklub,1977-08-10,1977,2510,Before 1990,2557.50263925922,2535.03736245199,2552.17583353957,25.0373624519898,42.1758335395698,47.5026392592199,1977,1952,FALSE
Austria,1,Wolfsberger,2012-08-04,2012,2510,2010-2019,2557.5832780529,2544.03388147855,2534.82162047713,34.03388147855,24.8216204771302,47.5832780528999,2012,1952,FALSE
Austria,1,ÖMV Olympia,1957-08-25,1957,2510,Before 1990,,2535.40982115203,,25.40982115203,,,1957,1952,FALSE
Belgium,1,Afc Tubize,2008-08-16,2008,2515,2000-2009,,2505.1132966203,,-9.88670337970007,,,2008,1900,FALSE
Belgium,1,Anderlecht,1921-09-04,1921,2515,Before 1990,2508.25253600855,2506.34811811416,2459.90751922191,-8.65188188583988,-55.0924807780898,-6.74746399144988,1921,1900,FALSE
Belgium,1,Antwerp,1904-10-09,1904,2515,Before 1990,2465.4877349657,2437.53864384263,2485.0543493989,-77.4613561573701,-29.9456506011002,-49.5122650343001,1904,1900,FALSE
Belgium,1,Athletic Running Bruxelles,1900-10-21,1900,2515,Before 1990,,2483.32238428905,,-31.6776157109498,,,1900,1900,TRUE
Belgium,1,Beerschot,1900-10-21,1900,2515,Before 1990,2547.72982945473,2605.81634690374,2473.52344998966,90.8163469037399,-41.4765500103399,32.72982945473,1900,1900,TRUE
Belgium,1,Beerschot AC,1960-09-04,1960,2515,Before 1990,2584.50696815276,2558.56446689177,2543.48040201865,43.5644668917698,28.4804020186498,69.5069681527598,1960,1900,FALSE
Belgium,1,Cercle Brugge,1900-10-21,1900,2515,Before 1990,2408.93093068921,2422.7628776302,2446.57637898649,-92.2371223698001,-68.42362101351,-106.06906931079,1900,1900,TRUE
Belgium,1,Charleroi,1937-09-26,1937,2515,Before 1990,2553.79153717828,2577.69219813244,2545.68515731639,62.6921981324399,30.6851573163899,38.7915371782801,1937,1900,FALSE
Belgium,1,Club Brugge,1900-10-21,1900,2515,Before 1990,2716.63189291557,2496.40342713899,2610.77083066088,-18.5965728610099,95.7708306608802,201.63189291557,1900,1900,TRUE
Belgium,1,Daring Club Molenbeek,1904-10-02,1904,2515,Before 1990,2655.33640810151,2539.94633587791,2534.36960360799,24.9463358779099,19.36960360799,140.33640810151,1904,1900,FALSE
Belgium,1,Dender,2007-08-04,2007,2515,2000-2009,2535.31148552028,2515.84247239151,2508.71972249848,0.84247239151,-6.28027750151978,20.3114855202798,2007,1900,FALSE
Belgium,1,Eendracht Aalst,1941-10-05,1941,2515,Before 1990,2392.49645050751,2544.63216692312,2527.38418707113,29.6321669231202,12.3841870711299,-122.50354949249,1941,1900,FALSE
Belgium,1,Eupen,2010-07-31,2010,2515,2010-2019,2527.53437526508,2504.79405605581,2511.66603005017,-10.20594394419,-3.33396994983013,12.5343752650801,2010,1900,FALSE
Belgium,1,Excelsior Mouscron,1996-08-03,1996,2515,1990-1999,2672.73472373681,2633.22929661324,2575.76799110751,118.22929661324,60.7679911075102,157.73472373681,1996,1900,FALSE
Belgium,1,FC Lommel,1995-08-05,1995,2515,1990-1999,2576.08036012708,2543.76290131031,2619.65907603883,28.7629013103101,104.65907603883,61.08036012708,1995,1900,FALSE
Belgium,1,Genk,1913-09-07,1913,2515,Before 1990,2533.62931361987,2516.8774478924,2553.91893394351,1.87744789240014,38.9189339435102,18.6293136198701,1913,1900,FALSE
Belgium,1,Gent,1908-10-04,1908,2515,Before 1990,2436.49684716784,2421.57657394348,2445.62960272108,-93.4234260565199,-69.3703972789199,-78.5031528321601,1908,1900,FALSE
Belgium,1,Germinal Ekeren,1989-08-16,1989,2515,Before 1990,2631.01999620741,2524.31576025698,2554.23489703695,9.31576025697996,39.2348970369499,116.01999620741,1989,1900,FALSE
Belgium,1,K Berchem Sport Antwerp,1922-09-10,1922,2515,Before 1990,2616.73479800471,2496.56569630041,2507.65559755381,-18.4343036995901,-7.34440244619009,101.73479800471,1922,1900,FALSE
Belgium,1,K Beringen FC,1950-09-03,1950,2515,Before 1990,2585.30551885215,2495.0038663573,2501.57508353489,-19.9961336427,-13.4249164651101,70.3055188521498,1950,1900,FALSE
Belgium,1,K Boom FC,1938-09-04,1938,2515,Before 1990,2431.5118082116,2523.67674365231,2471.13531268646,8.67674365231005,-43.8646873135399,-83.4881917883999,1938,1900,FALSE
Belgium,1,K Sint-Niklase SKE,1945-10-21,1945,2515,Before 1990,,2487.27893751125,,-27.7210624887498,,,1945,1900,FALSE
Belgium,1,K Waterschei SV Thor Genk,1955-12-18,1955,2515,Before 1990,2552.42473691813,2546.06514823077,2546.45502420922,31.0651482307699,31.45502420922,37.4247369181298,1955,1900,FALSE
Belgium,1,KFC Diest,1961-09-03,1961,2515,Before 1990,2545.74501852326,2531.01630593528,2499.11263669353,16.0163059352799,-15.88736330647,30.7450185232601,1961,1900,FALSE
Belgium,1,KRC Mechelen,1910-09-18,1910,2515,Before 1990,2522.91473892139,2521.62764689791,2489.29149390527,6.62764689790993,-25.7085060947302,7.91473892138993,1910,1900,FALSE
Belgium,1,KSC Hasselt,1979-08-29,1979,2515,Before 1990,,2438.49138065245,,-76.5086193475499,,,1979,1900,FALSE
Belgium,1,KSC Verbroedering Geel,1999-08-06,1999,2515,1990-1999,,2476.38892628884,,-38.6110737111599,,,1999,1900,FALSE
Belgium,1,KSC Winterslag,1976-09-11,1976,2515,Before 1990,2581.15226313153,2544.60519801813,2589.59837322824,29.6051980181301,74.5983732282398,66.1522631315302,1976,1900,FALSE
Belgium,1,KSK Beveren,1968-09-08,1968,2515,Before 1990,2569.620421727,2531.91218045914,2584.78699960495,16.91218045914,69.7869996049499,54.6204217270001,1968,1900,FALSE
Belgium,1,KSK Tongeren,1981-08-18,1981,2515,Before 1990,,2521.19697194405,2501.46216436009,6.19697194404989,-13.5378356399101,,1981,1900,FALSE
Belgium,1,KSV Roeselare,2005-08-06,2005,2515,2000-2009,2544.22841558559,2546.17241068149,2561.62506409986,31.17241068149,46.6250640998601,29.22841558559,2005,1900,FALSE
Belgium,1,KSV Waregem,1968-09-08,1968,2515,Before 1990,2527.09835310755,2538.08261737303,2545.58457279969,23.0826173730302,30.5845727996898,12.0983531075499,1968,1900,FALSE
Belgium,1,KV Turnhout,1931-09-06,1931,2515,Before 1990,,2448.21546253616,2474.47341269095,-66.78453746384,-40.5265873090498,,1931,1900,FALSE
Belgium,1,KVK Tienen,1937-09-19,1937,2515,Before 1990,,,,,,,1937,1900,FALSE
Belgium,1,KVV Crossing Elewijt,1969-09-07,1969,2515,Before 1990,2495.27463477688,2466.11415582603,2522.68065044575,-48.8858441739699,7.68065044574996,-19.7253652231202,1969,1900,FALSE
Belgium,1,Koninklijke Beringen Heusden Zolder,2003-08-10,2003,2515,2000-2009,,2495.64239710773,,-19.3576028922698,,,2003,1900,FALSE
Belgium,1,Koninklijke Lyra TSV,1932-09-18,1932,2515,Before 1990,2519.60136880656,2509.13039279199,2471.86644244603,-5.86960720801017,-43.1335575539702,4.60136880656,1932,1900,FALSE
Belgium,1,Kortrijk,1906-10-07,1906,2515,Before 1990,2339.53286871447,2470.13831781938,2416.12441021136,-44.8616821806199,-98.8755897886399,-175.46713128553,1906,1900,FALSE
Belgium,1,Krc Zuid West Vlaanderen,1995-08-05,1995,2515,1990-1999,2615.96930470309,2527.13196046058,2587.60310832407,12.1319604605801,72.60310832407,100.96930470309,1995,1900,FALSE
Belgium,1,La Louvière,2025-08-02,2025,2515,2020-present,,,,,,,2025,1900,FALSE
Belgium,1,Lierse SK,1927-09-11,1927,2515,Before 1990,2601.32013650126,2543.36812160161,2543.09146129213,28.3681216016098,28.0914612921301,86.3201365012601,1927,1900,FALSE
Belgium,1,Lokeren,1975-08-20,1975,2515,Before 1990,2566.72769448316,2567.69396477846,2594.00134653884,52.6939647784602,79.0013465388402,51.7276944831601,1975,1900,FALSE
Belgium,1,Lommel United,1992-08-07,1992,2515,1990-1999,2574.89247006634,2456.6857173139,2566.75028169758,-58.3142826860999,51.7502816975798,59.8924700663401,1992,1900,FALSE
Belgium,1,Mechelen,1921-09-04,1921,2515,Before 1990,2553.038537072,2458.33782500972,2477.49269871464,-56.6621749902802,-37.50730128536,38.0385370720001,1921,1900,FALSE
Belgium,1,Molenbeek,1924-09-07,1924,2515,Before 1990,2523.98686408914,2479.44894203295,2503.04564989644,-35.5510579670499,-11.95435010356,8.98686408914,1924,1900,FALSE
Belgium,1,Mouscron,2014-07-27,2014,2515,2010-2019,2461.24093434196,2526.16180581394,2523.07996398062,11.1618058139402,8.07996398062005,-53.7590656580401,2014,1900,FALSE
Belgium,1,OH Leuven,2011-07-29,2011,2515,2010-2019,2524.79800059203,2534.15580732341,2592.72445639483,19.15580732341,77.7244563948302,9.79800059202989,2011,1900,FALSE
Belgium,1,Oostende,1969-09-07,1969,2515,Before 1990,2457.64233096663,2494.59685757982,2461.37686835312,-20.4031424201798,-53.6231316468802,-57.3576690333698,1969,1900,FALSE
Belgium,1,Patro Eisden Maasmechelen,1960-09-04,1960,2515,Before 1990,,2463.54022185326,,-51.4597781467401,,,1960,1900,FALSE
Belgium,1,RCS Vervietois,1900-10-28,1900,2515,Before 1990,2494.91762262101,2468.52664816544,2493.7911939845,-46.4733518345602,-21.2088060155002,-20.0823773789898,1900,1900,TRUE
Belgium,1,RCS la Forestoise,1943-03-28,1943,2515,Before 1990,,,,,,,1942,1900,FALSE
Belgium,1,RESC Brussels,1908-10-04,1908,2515,Before 1990,2407.49013869569,2515.43565812,2499.93589472381,0.435658119999971,-15.0641052761898,-107.50986130431,1908,1900,FALSE
Belgium,1,RFC De Liege,1900-10-21,1900,2515,Before 1990,2387.43580962438,2510.2091612125,2494.38537885791,-4.79083878749998,-20.6146211420901,-127.56419037562,1900,1900,TRUE
Belgium,1,RFC Seraing,1982-08-17,1982,2515,Before 1990,2539.97311953445,2491.57894919646,2609.50174369725,-23.4210508035399,94.5017436972498,24.9731195344498,1982,1900,FALSE
Belgium,1,RFC Tilleur Saint Nicolas,1925-09-13,1925,2515,Before 1990,,2425.13623846451,2384.52344160455,-89.8637615354901,-130.47655839545,,1925,1900,FALSE
Belgium,1,RFC Tournai,1951-10-21,1951,2515,Before 1990,,,,,,,1951,1900,FALSE
Belgium,1,RRC Tournaisien,1958-09-21,1958,2515,Before 1990,,,,,,,1958,1900,FALSE
Belgium,1,RRFC Montegnee,1930-10-05,1930,2515,Before 1990,,2527.58997651773,,12.5899765177301,,,1930,1900,FALSE
Belgium,1,Raa Louvieroise,1975-08-16,1975,2515,Before 1990,2492.46021927604,2488.00349510945,2517.81292222978,-26.9965048905501,2.81292222977982,-22.5397807239601,1975,1900,FALSE
Belgium,1,Racing Bruxelles,1900-10-21,1900,2515,Before 1990,2728.26761961286,2609.80671417078,2655.77685340926,94.8067141707802,140.77685340926,213.26761961286,1900,1900,TRUE
Belgium,1,Racing Jet Wavre,1984-08-22,1984,2515,Before 1990,2484.2415311852,2470.84866656731,2500.43502837001,-44.1513334326901,-14.5649716299899,-30.7584688147999,1984,1900,FALSE
Belgium,1,Racing White Brussels,2004-08-07,2004,2515,2000-2009,2558.02923465553,2474.47735011077,2552.15417861435,-40.5226498892298,37.1541786143498,43.0292346555302,2004,1900,FALSE
Belgium,1,Raec Mons,2002-08-10,2002,2515,2000-2009,2476.46816510205,2540.53320569765,2529.04381710646,25.5332056976499,14.0438171064602,-38.5318348979499,2002,1900,FALSE
Belgium,1,Royal Leopold Uccle FC,1900-10-21,1900,2515,Before 1990,2382.18221724884,2548.55169528145,2476.26225336153,33.5516952814501,-38.7377466384701,-132.81778275116,1900,1900,TRUE
Belgium,1,Royal Uccle Sport,1919-09-28,1919,2515,Before 1990,,2487.16897536532,2401.52980163099,-27.83102463468,-113.47019836901,,1919,1900,FALSE
Belgium,1,Sint-Truiden,1957-09-01,1957,2515,Before 1990,2579.30630828288,2471.33028874506,2534.09521313929,-43.66971125494,19.0952131392901,64.3063082828799,1957,1900,FALSE
Belgium,1,Skill Bruxelles,1900-10-21,1900,2515,Before 1990,,,,,,,1900,1900,TRUE
Belgium,1,Standard Liège,1909-09-26,1909,2515,Before 1990,2430.06632567452,2518.75661610772,2482.01413704852,3.75661610772022,-32.9858629514802,-84.9336743254798,1909,1900,FALSE
Belgium,1,Tubantia Borgerhout VK,1930-10-05,1930,2515,Before 1990,,2507.04685885109,2532.70164086497,-7.95314114891016,17.7016408649702,,1930,1900,FALSE
Belgium,1,Union Saint-Gilloise,1904-10-02,1904,2515,Before 1990,2843.34098123637,2629.6906022429,2753.86702894061,114.6906022429,238.86702894061,328.34098123637,1904,1900,FALSE
Belgium,1,Waasland-Beveren,2012-07-28,2012,2515,2010-2019,2500.45452552994,2529.22102188555,2490.49894094032,14.2210218855498,-24.5010590596799,-14.5454744700601,2012,1900,FALSE
Belgium,1,Westerlo,1997-08-09,1997,2515,1990-1999,2594.70069268899,2526.42841100192,2576.02053473247,11.4284110019198,61.02053473247,79.7006926889899,1997,1900,FALSE
Belgium,1,Zulte Waregem,2005-08-06,2005,2515,2000-2009,2568.91021727136,2586.2475212855,2560.1970893267,71.2475212855002,45.1970893266998,53.9102172713601,2005,1900,FALSE
Czechia,1,1 FK Drnovice,1993-08-15,1993,2430,1990-1999,2506.7895756652,2429.59360531528,2424.78698459012,-0.406394684719999,-5.21301540987997,76.7895756652001,1993,1993,TRUE
Czechia,1,1 SC Znojmo,2013-07-19,2013,2430,2010-2019,,2439.48273685835,,9.48273685835011,,,2013,1993,FALSE
Czechia,1,1fc Synot,2000-07-29,2000,2430,2000-2009,2433.90775640659,2438.72981378412,2415.46849896946,8.72981378411987,-14.5315010305399,3.90775640659012,2000,1993,FALSE
Czechia,1,Afk Atlantic Lazne Bohdanec,1997-08-03,1997,2430,1990-1999,,2338.79786550646,,-91.2021344935402,,,1997,1993,FALSE
Czechia,1,Baník Ostrava,1993-08-14,1993,2430,1990-1999,2437.38419210385,2465.13965647684,2461.20847184696,35.1396564768402,31.20847184696,7.38419210385018,1993,1993,TRUE
Czechia,1,Bohemians 1905,1993-08-15,1993,2430,1990-1999,2355.36029189889,2396.82154306866,2357.31520114603,-33.17845693134,-72.6847988539698,-74.6397081011101,1993,1993,TRUE
Czechia,1,Bohemians Praha,2008-08-04,2008,2430,2000-2009,,2424.62307705017,2378.38998329471,-5.37692294982981,-51.61001670529,,2008,1993,FALSE
Czechia,1,Chmel Blsany,1998-08-02,1998,2430,1990-1999,2452.03483467814,2447.66395666275,2467.01019814185,17.66395666275,37.0101981418502,22.0348346781402,1998,1993,FALSE
Czechia,1,Dukla Prague,1997-08-03,1997,2430,1990-1999,2472.43955281043,2433.20380972731,2416.58596695789,3.20380972730982,-13.4140330421101,42.4395528104301,1997,1993,FALSE
Czechia,1,Dynamo České Budějovice,2020-08-23,2020,2430,2020-present,2286.87578640034,2479.40832677607,2384.79436431205,49.4083267760702,-45.2056356879498,-143.12421359966,2020,1993,FALSE
Czechia,1,FC Vitkovice,1993-08-15,1993,2430,1990-1999,,2335.74944065721,,-94.25055934279,,,1993,1993,TRUE
Czechia,1,FK Siad Most,2005-08-07,2005,2430,2000-2009,,2421.12579607824,2436.02912905295,-8.87420392176,6.02912905294988,,2005,1993,FALSE
Czechia,1,Hradec Králové,1993-08-14,1993,2430,1990-1999,2377.60370071837,2405.3363817105,2411.5224447564,-24.6636182894999,-18.4775552435999,-52.39629928163,1993,1993,TRUE
Czechia,1,Hradiste,1995-08-06,1995,2430,1990-1999,,2376.7259772589,,-53.2740227411,,,1995,1993,FALSE
Czechia,1,Hvzda Cheb,1993-08-15,1993,2430,1990-1999,,2452.26026446403,2430.12086340407,22.2602644640301,0.120863404069951,,1993,1993,TRUE
Czechia,1,Jablonec,1994-08-07,1994,2430,1990-1999,2527.6081979457,2442.54870217667,2481.89582775227,12.5487021766698,51.8958277522702,97.6081979456999,1994,1993,FALSE
Czechia,1,Karviná,1996-08-11,1996,2430,1990-1999,2388.00683274969,2381.28151511498,2356.05331700812,-48.7184848850202,-73.9466829918802,-41.9931672503099,1996,1993,FALSE
Czechia,1,MFK Usti Nad Labem,2010-07-18,2010,2430,2010-2019,,2387.1965086333,,-42.8034913667002,,,2010,1993,FALSE
Czechia,1,Mladá Boleslav,2004-08-09,2004,2430,2000-2009,2553.81836895609,2428.48814717299,2470.79533748425,-1.51185282700999,40.79533748425,123.81836895609,2004,1993,FALSE
Czechia,1,Opava,1995-08-06,1995,2430,1990-1999,2464.67714478306,2445.08224489061,2471.59149339332,15.0822448906101,41.59149339332,34.6771447830602,1995,1993,FALSE
Czechia,1,Pardubice,2020-08-23,2020,2430,2020-present,2383.12444217744,2481.41957823609,2452.12216763702,51.4195782360898,22.1221676370201,-46.8755578225601,2020,1993,FALSE
Czechia,1,Příbram,1993-08-15,1993,2430,1990-1999,2442.63751094102,2299.36524324502,2426.75451545609,-130.63475675498,-3.24548454391015,12.6375109410201,1993,1993,TRUE
Czechia,1,Sigma Olomouc,1993-08-15,1993,2430,1990-1999,2531.82388445636,2455.76137802582,2426.44528543469,25.7613780258198,-3.55471456530995,101.82388445636,1993,1993,TRUE
Czechia,1,Sk Beneov,1994-08-07,1994,2430,1990-1999,,2343.29650817622,,-86.70349182378,,,1994,1993,FALSE
Czechia,1,Sk Kladno,2006-07-29,2006,2430,2000-2009,2407.9827241245,2422.17326785202,2387.36329064071,-7.82673214797978,-42.6367093592899,-22.0172758755002,2006,1993,FALSE
