Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,DateMatchMethod,Score,Result,FixtureSource,ResultSource,DateSource
2012-05-29,2012,Norway,Eliteserien,1,Domestic,Fredrikstad,Viking,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2012-06-24,2012,Norway,Eliteserien,1,Domestic,Aalesund,Sogndal,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2012-06-24,2012,Norway,Eliteserien,1,Domestic,Rosenborg,Strømsgodset,3,3,score,3-3,D,wikipedia,wikipedia,football-data
2012-06-24,2012,Norway,Eliteserien,1,Domestic,Vålerenga,Stabæk,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2012-06-29,2012,Norway,Eliteserien,1,Domestic,Sogndal,Fredrikstad,1,3,score,1-3,A,wikipedia,wikipedia,football-data
2012-06-30,2012,Norway,Eliteserien,1,Domestic,Brann,Stabæk,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2012-06-30,2012,Norway,Eliteserien,1,Domestic,Haugesund,Tromsø,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2012-06-30,2012,Norway,Eliteserien,1,Domestic,Lillestrøm,Sandnes Ulf,1,3,score,1-3,A,wikipedia,wikipedia,football-data
2012-06-30,2012,Norway,Eliteserien,1,Domestic,Molde,Odd Grenland,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2012-06-30,2012,Norway,Eliteserien,1,Domestic,Strømsgodset,Hønefoss BK,4,0,score,4-0,H,wikipedia,wikipedia,football-data
2012-06-30,2012,Norway,Eliteserien,1,Domestic,Viking,Rosenborg,1,4,score,1-4,A,wikipedia,wikipedia,football-data
2012-07-02,2012,Norway,Eliteserien,1,Domestic,Vålerenga,Aalesund,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2012-07-07,2012,Norway,Eliteserien,1,Domestic,Hønefoss BK,Brann,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2012-07-07,2012,Norway,Eliteserien,1,Domestic,Tromsø,Sogndal,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2012-07-08,2012,Norway,Eliteserien,1,Domestic,Aalesund,Viking,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2012-07-08,2012,Norway,Eliteserien,1,Domestic,Odd Grenland,Haugesund,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2012-07-08,2012,Norway,Eliteserien,1,Domestic,Rosenborg,Molde,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2012-07-08,2012,Norway,Eliteserien,1,Domestic,Sandnes Ulf,Vålerenga,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2012-07-08,2012,Norway,Eliteserien,1,Domestic,Stabæk,Strømsgodset,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2012-07-09,2012,Norway,Eliteserien,1,Domestic,Fredrikstad,Lillestrøm,3,4,score,3-4,A,wikipedia,wikipedia,football-data
2012-07-11,2012,Norway,Eliteserien,1,Domestic,Odd Grenland,Vålerenga,2,3,score,2-3,A,wikipedia,wikipedia,football-data
2012-07-13,2012,Norway,Eliteserien,1,Domestic,Lillestrøm,Tromsø,4,2,score,4-2,H,wikipedia,wikipedia,football-data
2012-07-14,2012,Norway,Eliteserien,1,Domestic,Vålerenga,Molde,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2012-07-15,2012,Norway,Eliteserien,1,Domestic,Aalesund,Fredrikstad,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2012-07-15,2012,Norway,Eliteserien,1,Domestic,Brann,Odd Grenland,6,2,score,6-2,H,wikipedia,wikipedia,football-data
2012-07-15,2012,Norway,Eliteserien,1,Domestic,Haugesund,Rosenborg,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2012-07-15,2012,Norway,Eliteserien,1,Domestic,Sogndal,Stabæk,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2012-07-15,2012,Norway,Eliteserien,1,Domestic,Viking,Hønefoss BK,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2012-07-16,2012,Norway,Eliteserien,1,Domestic,Strømsgodset,Sandnes Ulf,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2012-07-20,2012,Norway,Eliteserien,1,Domestic,Haugesund,Sogndal,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2012-07-21,2012,Norway,Eliteserien,1,Domestic,Molde,Viking,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2012-07-22,2012,Norway,Eliteserien,1,Domestic,Brann,Aalesund,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2012-07-22,2012,Norway,Eliteserien,1,Domestic,Fredrikstad,Hønefoss BK,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2012-07-22,2012,Norway,Eliteserien,1,Domestic,Odd Grenland,Strømsgodset,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2012-07-22,2012,Norway,Eliteserien,1,Domestic,Stabæk,Vålerenga,1,3,score,1-3,A,wikipedia,wikipedia,football-data
2012-07-23,2012,Norway,Eliteserien,1,Domestic,Rosenborg,Lillestrøm,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2012-07-27,2012,Norway,Eliteserien,1,Domestic,Strømsgodset,Fredrikstad,5,0,score,5-0,H,wikipedia,wikipedia,football-data
2012-07-28,2012,Norway,Eliteserien,1,Domestic,Lillestrøm,Molde,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2012-07-29,2012,Norway,Eliteserien,1,Domestic,Aalesund,Stabæk,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2012-07-29,2012,Norway,Eliteserien,1,Domestic,Hønefoss BK,Haugesund,3,2,score,3-2,H,wikipedia,wikipedia,football-data
2012-07-29,2012,Norway,Eliteserien,1,Domestic,Sogndal,Odd Grenland,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2012-07-29,2012,Norway,Eliteserien,1,Domestic,Tromsø,Rosenborg,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2012-07-29,2012,Norway,Eliteserien,1,Domestic,Viking,Sandnes Ulf,5,0,fixture_unique,5-0,H,wikipedia,wikipedia,football-data
2012-07-30,2012,Norway,Eliteserien,1,Domestic,Vålerenga,Brann,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2012-08-03,2012,Norway,Eliteserien,1,Domestic,Haugesund,Vålerenga,4,2,score,4-2,H,wikipedia,wikipedia,football-data
2012-08-04,2012,Norway,Eliteserien,1,Domestic,Hønefoss BK,Strømsgodset,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2012-08-04,2012,Norway,Eliteserien,1,Domestic,Molde,Sogndal,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2012-08-05,2012,Norway,Eliteserien,1,Domestic,Fredrikstad,Tromsø,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2012-08-05,2012,Norway,Eliteserien,1,Domestic,Odd Grenland,Viking,1,4,score,1-4,A,wikipedia,wikipedia,football-data
2012-08-05,2012,Norway,Eliteserien,1,Domestic,Rosenborg,Aalesund,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2012-08-05,2012,Norway,Eliteserien,1,Domestic,Sandnes Ulf,Lillestrøm,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2012-08-06,2012,Norway,Eliteserien,1,Domestic,Stabæk,Brann,0,4,score,0-4,A,wikipedia,wikipedia,football-data
2012-08-10,2012,Norway,Eliteserien,1,Domestic,Vålerenga,Odd Grenland,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2012-08-11,2012,Norway,Eliteserien,1,Domestic,Brann,Haugesund,3,2,score,3-2,H,wikipedia,wikipedia,football-data
2012-08-12,2012,Norway,Eliteserien,1,Domestic,Aalesund,Molde,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2012-08-12,2012,Norway,Eliteserien,1,Domestic,Lillestrøm,Hønefoss BK,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2012-08-12,2012,Norway,Eliteserien,1,Domestic,Sogndal,Rosenborg,0,3,score,0-3,A,wikipedia,wikipedia,football-data
2012-08-12,2012,Norway,Eliteserien,1,Domestic,Stabæk,Sandnes Ulf,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2012-08-12,2012,Norway,Eliteserien,1,Domestic,Tromsø,Strømsgodset,4,0,score,4-0,H,wikipedia,wikipedia,football-data
2012-08-12,2012,Norway,Eliteserien,1,Domestic,Viking,Fredrikstad,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2012-08-24,2012,Norway,Eliteserien,1,Domestic,Odd Grenland,Brann,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2012-08-25,2012,Norway,Eliteserien,1,Domestic,Strømsgodset,Lillestrøm,3,3,score,3-3,D,wikipedia,wikipedia,football-data
2012-08-26,2012,Norway,Eliteserien,1,Domestic,Haugesund,Stabæk,4,1,score,4-1,H,wikipedia,wikipedia,football-data
2012-08-26,2012,Norway,Eliteserien,1,Domestic,Hønefoss BK,Tromsø,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2012-08-26,2012,Norway,Eliteserien,1,Domestic,Molde,Vålerenga,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2012-08-26,2012,Norway,Eliteserien,1,Domestic,Rosenborg,Viking,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2012-08-26,2012,Norway,Eliteserien,1,Domestic,Sandnes Ulf,Sogndal,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2012-08-27,2012,Norway,Eliteserien,1,Domestic,Fredrikstad,Aalesund,1,3,score,1-3,A,wikipedia,wikipedia,football-data
2012-08-31,2012,Norway,Eliteserien,1,Domestic,Vålerenga,Sandnes Ulf,4,0,score,4-0,H,wikipedia,wikipedia,football-data
2012-09-01,2012,Norway,Eliteserien,1,Domestic,Lillestrøm,Fredrikstad,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2012-09-02,2012,Norway,Eliteserien,1,Domestic,Aalesund,Hønefoss BK,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2012-09-02,2012,Norway,Eliteserien,1,Domestic,Brann,Molde,4,1,score,4-1,H,wikipedia,wikipedia,football-data
2012-09-02,2012,Norway,Eliteserien,1,Domestic,Haugesund,Odd Grenland,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2012-09-02,2012,Norway,Eliteserien,1,Domestic,Sogndal,Strømsgodset,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2012-09-02,2012,Norway,Eliteserien,1,Domestic,Viking,Tromsø,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2012-09-03,2012,Norway,Eliteserien,1,Domestic,Stabæk,Rosenborg,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2012-09-14,2012,Norway,Eliteserien,1,Domestic,Strømsgodset,Aalesund,4,0,score,4-0,H,wikipedia,wikipedia,football-data
2012-09-15,2012,Norway,Eliteserien,1,Domestic,Molde,Haugesund,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2012-09-16,2012,Norway,Eliteserien,1,Domestic,Fredrikstad,Sogndal,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2012-09-16,2012,Norway,Eliteserien,1,Domestic,Hønefoss BK,Viking,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2012-09-16,2012,Norway,Eliteserien,1,Domestic,Odd Grenland,Stabæk,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2012-09-16,2012,Norway,Eliteserien,1,Domestic,Rosenborg,Vålerenga,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2012-09-16,2012,Norway,Eliteserien,1,Domestic,Sandnes Ulf,Brann,3,3,score,3-3,D,wikipedia,wikipedia,football-data
2012-09-17,2012,Norway,Eliteserien,1,Domestic,Tromsø,Lillestrøm,5,1,score,5-1,H,wikipedia,wikipedia,football-data
2012-09-21,2012,Norway,Eliteserien,1,Domestic,Viking,Strømsgodset,3,2,score,3-2,H,wikipedia,wikipedia,football-data
2012-09-22,2012,Norway,Eliteserien,1,Domestic,Aalesund,Lillestrøm,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2012-09-23,2012,Norway,Eliteserien,1,Domestic,Brann,Rosenborg,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2012-09-23,2012,Norway,Eliteserien,1,Domestic,Haugesund,Sandnes Ulf,3,2,score,3-2,H,wikipedia,wikipedia,football-data
2012-09-23,2012,Norway,Eliteserien,1,Domestic,Odd Grenland,Molde,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2012-09-23,2012,Norway,Eliteserien,1,Domestic,Sogndal,Tromsø,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2012-09-23,2012,Norway,Eliteserien,1,Domestic,Stabæk,Fredrikstad,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2012-09-24,2012,Norway,Eliteserien,1,Domestic,Vålerenga,Hønefoss BK,3,2,score,3-2,H,wikipedia,wikipedia,football-data
2012-09-28,2012,Norway,Eliteserien,1,Domestic,Rosenborg,Haugesund,5,2,score,5-2,H,wikipedia,wikipedia,football-data
2012-09-29,2012,Norway,Eliteserien,1,Domestic,Lillestrøm,Viking,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2012-09-30,2012,Norway,Eliteserien,1,Domestic,Hønefoss BK,Sogndal,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2012-09-30,2012,Norway,Eliteserien,1,Domestic,Molde,Stabæk,4,3,score,4-3,H,wikipedia,wikipedia,football-data
2012-09-30,2012,Norway,Eliteserien,1,Domestic,Sandnes Ulf,Odd Grenland,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2012-09-30,2012,Norway,Eliteserien,1,Domestic,Strømsgodset,Brann,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2012-09-30,2012,Norway,Eliteserien,1,Domestic,Tromsø,Aalesund,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2012-10-01,2012,Norway,Eliteserien,1,Domestic,Fredrikstad,Vålerenga,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2012-10-05,2012,Norway,Eliteserien,1,Domestic,Vålerenga,Strømsgodset,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2012-10-06,2012,Norway,Eliteserien,1,Domestic,Viking,Aalesund,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2012-10-07,2012,Norway,Eliteserien,1,Domestic,Haugesund,Fredrikstad,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2012-10-07,2012,Norway,Eliteserien,1,Domestic,Molde,Sandnes Ulf,3,2,score,3-2,H,wikipedia,wikipedia,football-data
2012-10-07,2012,Norway,Eliteserien,1,Domestic,Odd Grenland,Rosenborg,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2012-10-07,2012,Norway,Eliteserien,1,Domestic,Sogndal,Lillestrøm,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2012-10-07,2012,Norway,Eliteserien,1,Domestic,Stabæk,Tromsø,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2012-10-08,2012,Norway,Eliteserien,1,Domestic,Brann,Hønefoss BK,3,2,score,3-2,H,wikipedia,wikipedia,football-data
