Team,Rating,Games,FirstMatchDate,EntryRating,Pass,BaseK,ProvisionalK,ProvisionalGames,EntryMode,EntryRatingStart,EntryRatingEnd,EntryDateStart,EntryDateEnd,BaselineStartRating,RetroGamesN
Haiti,2338,506,1925-03-22,2315.9,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Brittany,2337,12,1922-03-12,2326,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Israel,2335,496,1934-03-16,2286,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Guatemala,2335,551,1921-09-18,2327.6,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Asturias,2333,1,1923-02-25,2322.8,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Burkina Faso,2332,460,1960-04-14,2199.1,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Iceland,2327,517,1946-07-17,2244.9,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
North Macedonia,2326,302,1993-10-13,2087.4,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Northern Ireland,2326,703,1882-02-18,2459.6,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Central Spain,2324,2,1922-11-19,2323.7,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Ghana,2314,667,1950-05-28,2232,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Cape Verde,2306,231,1959-12-20,2200.1,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Silesia,2303,8,1933-10-04,2287.5,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Finland,2302,814,1911-10-22,2360.7,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Kernow,2297,12,1953-09-26,2220.9,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
China PR,2285,698,1913-02-04,2356.4,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Thailand,2285,863,1954-11-01,2217.2,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Bahrain,2282,583,1966-04-02,2179.2,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Réunion,2273,124,1947-05-15,2242.1,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Trinidad and Tobago,2271,748,1905-07-21,2381.5,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Suriname,2270,398,1921-01-28,2329.8,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
New Caledonia,2269,264,1951-09-19,2227.6,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Montenegro,2269,166,1946-08-22,2244.5,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Angola,2267,413,1976-02-08,2146.3,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Guinea,2266,536,1962-05-09,2192.2,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Vietnam,2266,296,1949-01-16,2236.5,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Syria,2262,483,1949-11-20,2233.7,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Palestine,2258,241,1966-04-01,2179.2,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Bulgaria,2258,732,1924-05-21,2318.7,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Curaçao,2258,381,1924-04-06,2319.1,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Zambia,2251,792,1946-06-16,2245.2,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Ynys Môn,2249,67,1989-07-06,2101.6,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Malaysia,2247,835,1953-04-16,2222.4,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Guadeloupe,2246,271,1934-03-13,2286,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Manchukuo,2242,3,1939-09-03,2267.8,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Tahiti,2241,242,1952-09-21,2224.3,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Belarus,2241,311,1928-08-17,2304.6,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Corsica,2241,9,1967-02-28,2176.1,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Gabon,2240,403,1960-04-14,2199.1,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Martinique,2239,329,1931-02-11,2296.3,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
North Korea,2238,390,1956-10-07,2210.8,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Libya,2238,382,1957-06-02,2208.6,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Isle of Wight,2234,48,1991-06-24,2095.1,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Isle of Man,2230,58,1993-07-04,2088.3,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Benin,2223,321,1959-11-08,2200.5,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Kuwait,2223,683,1963-01-06,2190,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Uganda,2218,685,1926-05-01,2312.2,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Indonesia,2216,721,1934-05-13,2285.5,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
El Salvador,2216,610,1921-09-14,2327.7,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Gambia,2213,264,1953-02-09,2223,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Saarland,2212,9,1953-06-24,2221.7,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Dominican Republic,2209,156,1949-05-14,2235.5,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Padania,2208,44,2008-07-08,2038.3,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Kenya,2200,703,1926-05-01,2312.2,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Armenia,2198,269,1979-07-21,2134.8,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Nicaragua,2198,219,1929-05-01,2302.2,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Northern Cyprus,2197,34,1977-01-05,2143.3,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Fiji,2197,267,1951-10-07,2227.5,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Tajikistan,2197,199,1992-06-17,2091.8,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
North Vietnam,2197,24,1956-10-04,2210.8,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Vietnam Republic,2197,195,1956-05-03,2212.2,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Mozambique,2196,374,1975-06-25,2148.4,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Guyana,2195,311,1905-07-21,2381.5,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Kyrgyzstan,2195,187,1956-08-03,2211.4,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Zanzibar,2191,209,1947-09-18,2241,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Comoros,2188,148,1979-08-26,2134.5,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Kazakhstan,2188,265,1979-08-04,2134.7,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Estonia,2187,546,1920-10-17,2330.7,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Provence,2183,19,1921-04-03,2329.2,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Vanuatu,2183,213,1951-10-04,2227.5,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Luxembourg,2183,465,1911-10-29,2360.6,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Madagascar,2181,317,1947-02-15,2242.9,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Togo,2178,443,1956-10-06,2210.8,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Equatorial Guinea,2177,176,1975-05-23,2148.7,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Zimbabwe,2176,493,1946-06-16,2245.2,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Solomon Islands,2174,212,1963-08-30,2187.8,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Lebanon,2173,333,1940-04-27,2265.6,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Rwanda,2170,278,1976-07-03,2145,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Mauritania,2170,268,1961-12-25,2193.4,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Papua New Guinea,2167,155,1963-08-29,2187.8,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
French Guiana,2167,179,1936-01-01,2280,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Azerbaijan,2164,306,1979-07-24,2134.8,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Sudan,2164,469,1956-11-16,2210.4,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Sierra Leone,2162,298,1949-10-08,2234.1,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Cuba,2162,395,1930-03-16,2299.3,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Niger,2161,256,1961-12-25,2193.4,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Namibia,2158,277,1989-05-16,2102.1,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Tanzania,2158,597,1945-03-28,2249.2,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Western Australia,2156,32,1967-08-10,2174.7,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Malawi,2150,641,1957-08-28,2207.8,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Botswana,2148,330,1968-07-13,2171.6,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Rhodes,2147,18,1999-06-27,2068.4,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Saint Vincent and the Grenadines,2146,234,1961-01-16,2196.5,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Åland Islands,2140,51,1989-07-08,2101.6,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Turkmenistan,2138,175,1992-06-01,2091.9,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Cyprus,2138,422,1949-07-30,2234.7,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Occitania,2137,33,2005-02-12,2049.6,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Ethiopia,2134,407,1947-12-05,2240.3,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Bermuda,2130,196,1964-08-10,2184.6,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Burundi,2125,217,1953-09-19,2221,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Liberia,2125,298,1961-12-25,2193.4,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Puerto Rico,2124,160,1940-11-12,2263.8,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Faroe Islands,2123,284,1972-07-12,2158.2,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Yemen DPR,2118,25,1972-01-01,2160,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Latvia,2118,459,1922-09-24,2324.2,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Hong Kong,2116,444,1953-04-05,2222.5,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
Saint Kitts and Nevis,2116,224,1938-08-17,2271.3,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
South Yemen,2113,3,1982-11-21,2123.7,Pass1_TimeEntry,20,20,100,TimeLinear,2500,2000,1870-01-01,2020-01-01,2300,100
